" The location is great and accessible to all parts of the city by bus, cable car or the &quot F&quot  train ."															
 the location is great for pier 39 and alcatraz  remember to pre book if you want to go onto the rock as when we went it was completely booked up for 5 days  !															
" The location is great since it is only a couple blocks to Fisherman's Wharf, the ferry for Alcatraz, Pier 39, Ghiradelli Square, cable cars, bus stops, and there is a small shopping center across the street with grocery store, etc ."															
" The location is great, 2 blocks from FW and 5, 6 blocks from really good italian food in North Beach and Chinatown is in that area as well ."															
" The location is great, I opted for a Fisherman's wharf stay for vacation having stayed near Union square on business in the past and I'm glad I did as it was easy walking distance to Chinatown and the touristy area of the wharf ."															
" The location is great, if your an active person you can walk everywhere from this hotel, in fact we took a long run up the shore , , crissy field and accross the golden gate bridge ."															
" The location is great, the hotel is very clean and nicely decorated ."															
" The location is great, the staff very friendly and helpful, and the room was neat and clean though a bit small ."															
" The location is hard to beat with a Safeway, Trader Joe’s, Borders, World Market and the cable car all within a block of this hotel ."															
" The location is ideal but the car park is really expensive, so if you are ending a trip here, take your hire car back after you have unloaded your luggage and get a taxi to the airport ."															
 The location is perfect being so close to the Wharf and Pier 39 and the Powel St .															
" The location is perfect for the first, time visitor and Fisherman's Wharf has a lot of nice things to do and places to eat ."															
 The location is perfect to pier 39 and surrounding areas .															
" The location is perfect, right near the Wharf and lots of restaraunts   shops ."															
" The location is terrific,  away from the city hassle but within walking distance to many attractions ."															
" The location of Fisherman's Wharf area made me suspicious, as the area is very &quot touristy&quot  ."															
" The location of the hotel is excellent ,  only a few minutes walk from the cable car terminal and adjoined by a large Barnes and Noble bookstore with Starbucks for whiling away any spare moments !"															
 The location of the hotel provides easy walks to numerous area attractions .															
 The location of the hotel was fantastic it takes a couple of minutes to walk to pier 39 and is right next to the tram stop to take you into the main shopping areas .															
 The location of the hotel was within easy walking distance of Fisherman's Wharf and Ghiardelli Square .															
" The location only 2 blocks from Fisherman's Wharf made it a perfect base for exploring the area, we were able to walk or take public transportation everywhere we went ."															
 The location was also right next to Fisherman's Wharf and a 3 minute walk to the cable car .															
 The location was amazing just a short walk from the cable car turn and all the main attractions at pier 39 .															
" The location was excellent ,  near the waterfront, the aquarium, Pier 39, Giradelli Square etc and very easy walk to cable cars, trolleys and bus routes ."															
 The location was excellent for the Whalf attractions including cruises and Tram bus tours and for the cable car into Union square .															
" The location was excellent,  so close to all the touristy things ."															
 The location was great as we were within walking distance to just about everything .															
 The location was perfect for a walk to the wharf and North Beach .															
" The location was perfect for perusing the shops at Fishermans Wharf, we had dinner at Nicks's Lighthouse ,  the food was fine but the rest rooms were in a horrendous state, which completely put us off ."															
" The location was PERFECT just a block and a half from fisherman's wharf and in walking distance to the pier with the sea lions, ghirardelli square,   and the start of the cable car tour on the hill, and also was a block and a half from the starbucks where the streetcar stops to take you to other parts of the city ."															
" The location was perfect, we could go anywhere and still feel close ."															
" The locationof the Tuscan Inn is the best, right on Fishermans Wharf   ."															
 The only good hting was the location .															
" The room was very well appointed with quality furnishings and it was decorated in a classy and individual style, not what you normally expect from a chain hotel in a touristy location ."															
 The rooms were large and comfortable and the location was fine if you don't mind a little walking to the Wharf and other attractions .															
" The service was good, the wine service each evening was very nice   next to the fireplace, and the location was awesome !"															
" The staff are so friendly and the hotel is in a great location, just 2 blocks from Fisherman's Wharf , bus and cable car station ."															
" The staff at check, in were nice enough, but unfortunately the concierge was not very helpful, giving us wrong information about our car hire location causing us to get 2 cab rides instead of one ."															
" The staff was friendly and helpful, the beds were comfortable, the rooms were clean, and the location was convenient ."															
 the staff was very friendly and the location is great .															
" The staff were helpful, it was in a great location, and was very charming ."															
 The Tuscan Inn is in a great location in Fishermen's Wharf and our boys really enjoyed Pier 39 .															
" The Tuscan Inn is markedly less expensive, and the location is identical ."															
 The Tuscan Inn was perfect for us as far as location .															
 The Tuscin Inn is a great hotel depending your room location .															
" This hotel can trade on its location which, although a rather ugly and unappealing area full of tacky tourist shops, predictable chain restaurants and large number of tour groups, is an excellent base to explore the city ."															
" Tuscon Inn was near the pier 39, which is a great location, checking in and out was easy ."															
" We booked this by checking other travellers comments on Trip Advisor and were pleased with the helpfulness of the staff, the location and overall cleanliness and comfort of our room ."															
 We couldn't have been happier with the location and our room .															
" We enjoyed our comfortable, clean room, as well as the excellent location ."															
" We especially enjoyed eating at Cesar’s on Bay Street, which is an Italian restaurant at the same location for over 50 years ."															
 We found the location for few days stopover to be perfect for the top sightseeing musts .															
" We have now stayed in three hotels in Fisherman's Wharf but the Tuscan Inn represents a good comprise of location, cost and facilities ."															
 We loved the location and were able to walk to take a trolley to all of our desired local destinations .															
 We loved the location as it was convenient to everything and a short walk to many attractions .															
" We plan on visiting the city often, and we plan on staying at this location for the foreseeable future ."															
" We thought the location was excellent, , attractions in San Francisco are not all in one spot, so no hotel will be adjacent to everything you want to see ."															
" We were a little disappointed with the location of this hotel as although it is close to Fisherman's Wharf   Pier 39, it wasn't very busy in the nearby streets so we didn't feel like lingering in the restaurants before returning at night ."															
" We were both delighted with the friendly staff, clean rooms and very convenient location ."															
" we were not there a lot, but the location was great ."															
 We were very pleased with the hotel's location right in the heart of Fisherman's Wharf North Beach .															
 We would recommend this location for anyone who wanted to be close to all attractions .															
" We'd stay at the hotel again since the location, facilities and price were good ."															
" Which is a pitty, because the location was wonderful, and two of the staff members were really nice ."															
" While the rooms were lovely for that price they were extremely small, but the location was just perfect ."															
" Yes, the rooms were small for the money paid but the location was wonderful ."															
"00, however that being said if you are used to staying at true Kimpton hotels this will leave you wanting, but again location and price makes this a great hotel, the wine they serve is 2 buck chuck get there early if you want to partake, there were people everywhere waiting for the pourings, so we decided to skip out on this one"															
"A good hotel in a good location for all the tourist attractions if you're walking, taxi or by bus ."															
A good location if you want to be walking distance to sights and transportation .															
A nice comfortable hotel in a good location .															
A perfect hotel a perfect location perfect staff !															
"A perfect location, can get loud outside, but overall would recommend hotel !"															
Again a nice quaint hotel perfect location															
All in all a nice little hotel in a good location in Fishermans Wharf .															
"Although there is no pool or fitness facility at location, as others have mentioned, passes are available at the front desk for $9 day for the 24 hour facility right across the street that has both gym equipment and a pool ."															
"Big, clean comfortable room and a great location ."															
"But if I could get a deal like this on the same hotel, I'd go back every year as we attend the same event every year, and the location and facilities were exactly what we needed ."															
"Clean,friendly,and the location was perfect ."															
"Courteous, responsive service and a great location !"															
Decent suite OK price great location															
"Everything about our stay at Best Western, Tuscan Inn was great, location to the wharf, cable cars and everything we wanted to see and do ."															
Excellent location friendly staff clean and pleasant rooms															
"Excellent location, close to the wharf and cable car lines ."															
"Excellent location, very close to the Fisherman's Wharf   that made it very convenient to do the &quot tourist&quot  things ."															
"Excellent Service ,  Great Location"															
"Fantastic choice, 10 days at the Tuscan, location is wonderful only a couple of blocks from pier 39 ."															
Friendly Staff Great Location !															
Good hotel great location friendly staff .															
Good location   avoid restaurant would not recommend															
good location but ask for a room away from the road															
Good Location but what's with the Check in   out staff ?															
"Good location for most tourist sites, i ."															
Good Location Small Rooms Some charm															
"good location, close to fishermans wharf, pier 39, ghiradaelli square and cable car stops to union square ."															
"Got to hotel, disappointed in the incredibly small rooms, but location is great ."															
Great Hotel and brilliant location near Fishermans Wharf															
Great hotel in a great location for Fisherman's Wharf															
"Great hotel, great staff, great location not any problems what so ever ."															
"Great Location ,  Hotel room good also"															
"Great Location ,  Nice   Rooms ,  Helpless Concierge"															
Great Location but not great experiance															
Great location clean rooms we enjoyed our visit .															
"Great location for Fisherman's Wharf and a hotel with a homely, personal touch ."															
Great location nice atmosphere !															
Great location service and beer .															
Great location thought I had seen everything															
Great location would stay here again															
"Great location, near lots of stuff to walk too ."															
"Great location, the concierge guy was fantastic and there is a lovely restaurant attached to the hotel that does a great breakfast !"															
Great Place Even better location															
great rooms fantastic location and great service !															
"Had a very good stay at the hotel,everything clean and modern,absolutely great location for all the tourist attractions ."															
Helpful staff and great location															
"Highly recommend, great location, clean, quiet, friendly, nicely decorated, happy hour 5p, 6p, just tea coffee avail in am ."															
I planned a weekend getaway and thought because of the location and Hotel chain we would receive good service .															
"I stayed at the Best Western Tuscan Inn at fishermans wharf last year, and when i booked the room I was just glad that i got a room at a good location in S ."															
"It's a Best Western ,  so it's not luxery, but it's a nice hotel in a great location at a great price ."															
"Location is great, very close to the wharf, easy walk to pier 39, less than a block's walk to the Cable Cars ."															
"Location of the hotel was ideal to explore the know attractions, with just a 2 min walk to the wharf   ferries and the famous cable cars, which transported you to union square  lombard st etc ."															
"Location wise, it is very centralized, walkable distance to the fisherman's wharf as well as the cable cars at both Hyde and Powell Streets   ."															
Lovely boutique hotel in convenient location															
My husband and I stayed for two nights at the Tuscan Inn and enjoyed it's great location to Fisherman Wharf and proximity to San Francisco's streetcars .															
"Nice hotel close to the action  however, I did not like the location ,  while it was close to the Wharf, the area of the hotel was seedy ."															
nice hotel great location liked the little extras															
"OK hotel,very small and tight room, nice lobby and good location if you want to be by all the tourists that get drawn to the wharf, the best part of the hotel,  the restaurant downstairs on the corner, a little pricey but good breakfeasts and dinners ."															
perfect location comfortable room !															
Perfect Location if you are Cruising from San Francisco															
Perfect Location Priced A Little High															
"Perfect location, great italian resturant  , SUPER concierege ."															
"Phenominal Service, great room, great location ,  couldn't have asked for more ."															
Probably the best feature of the Tuscan Inn is its location .															
PROSThe location is wonderful .															
"room was quiet, clean with good beds but very very smallnot a cheap hotelvalit parking was to much expencive but oke its the location"															
"So clean, quiet, excellent location, delicious coffee bar every morning, staff helpful   friendly ."															
The Best Western Tuscan Inn is at the perfect location in San Francisco .															
The Fisherman's Wharf location is a bit over the top touristy .															
The hotel itself is in a perfect location for all the attractions .															
"The hotel was clean, in a good location and we would reccommend it to other travelors ."															
The location  the rooms  the staff  the concierge  the Managers nightly wine reception    everything about this hotel made our holiday MAGIC .															
"The location is 1st class , a few minutes from the Wharf and all its attractions , and close to a Safeways Supermarket   and handily placed for buses , trams and cable cars ."															
"The location is excellent right in the centre of fishermans wharf, a few minutes walk to all the major attractions and cable car ."															
The location is perfect for walking to most attractions .															
The location is perfect to explore the city .															
"The location of this hotel is great ,  close to Fisherman's Wharf, within walking distance of Ghiradelli Square, boats to Alcatraz and two cable car lines ."															
"The location was a nice surprise as the cable cars are around the corner, buses available easily ."															
"The location was great, walk out the doors and forward 250 yards and you're on Pier39 and Fishermans Wharf right on the sea front ."															
"The room had a few annoying decorative items , ,  like a four, foot long round pillow carefully placed at the same location on the bed by the maid every day , ,  that seemed spawned by a marketing maven ."															
"The room was a good size and the location, being just a couple of blocks from the Wharf was excellent ."															
"The rooms and building are quite nice ,  location is excellent ."															
"The travel agent booked this hotel and this was the only hotel out of 10 that I did not book myself although hotel sounded ok This was part of the deal for the airfares  Location is excellent , Rooms Ok Staff variable some very helpful others not so  ."															
"The Tuscan Inn at Fisherman's Wharf in San Francisco is in such a great location for tourism, I'm surprised there isn't a much larger hotel here ."															
"the tuscan inn has a good location, within easy walking distance to the wharf ."															
The Tuscan Inn has a great location to tourist sites within San Francisco .															
The Tuscan Inn is in a great location if you want to do the touristy things around Fisherman's Wharf but don't expect anything grand .															
"The Tuscan Inn is in a great location, 2 blocks from the wharf, a block from the cable car, a block from the F, Line, opposite a Safeway, and next door to a nice Italian restaurant ."															
The Tuscan Inn was in a great location a few minutes from Fisherman's Wharf .															
This hotel is in a convenient location .															
This hotel is in the perfect location whether you are focusing your sightseeing at the Wharf or all over town .															
"This hotel offers a lot ,  a great location, great staff, free wine tastings and morning coffee ."															
This hotel was clean and in a excellent location to everything .															
This hotel was in a great location to the Wharf and other sites in the city .															
"This was my 9th trip to San Francisco but unlike prior trips I was with my in, laws and had different criteria for the trip, they wanted to be close to all the Fisherman’s Wharf action and walking distance to the main tourist attractions, this hotel was ideal and the best value we could find in the location ."															
"Tuscan Inn has it all, exellant location,very close to public transport, very clean, impeccable, friendly service and a supermarket opposite ."															
Value location and  they remember your name															
"Very clean room, great location, wonderful service and dog friendly ."															
"very good hotel ,  great location, concierge extremely helpful, decor is nice and the maid service was excellent   ."															
"Visited 23 to 26 Sep ,  4 nightsGreat location within walking distance of Fisherman's Wharf   ."															
We chose this hotel for its great location .															
We enjoyed Tuscan Inn location and large room															
"we found a friendly staff through out the hotel great location,rooms were small but as pointed out to me all land is prime in the area and all places have small rooms ."															
"We loved the location, , easy walking distance to the wharf and cable cars ."															
We read reviews on many hotels looking for above average accomodations in a convenient location .															
"We stayed at the Tuscan Inn for 3 nights at the end of May, the hotel has a great location within walking distance to the waterfront, including attractions and great restaurants ."															
"We were very suprised when we got there ,  the location was great, just set back enough to miss the noise of the warf but within a stones throw of all the action ."															
"We would probably stay here again, as the location is also good ."															
"Would definately recommend this hotal as the location is perfect , only afew blocks from Fishermans Wharf ."															
You also can't beat the Tuscan Inn for location .															
"You can't beat the location with a stick, but the &quot suite&quot  was awfully small ."															
 The location of this hotel is great if you are there to enjoy the tourist stuff of SF .															
