and the service was just ok too .									
As I checked out I expressed my disappointment there were no biscottis and transportation service and the check out clerk tells me they do have the service and I needed to make an appointment .									
"Courteous, responsive service and a great location !"									
"Excellent Service ,  Great Location"									
Excellent service great location good value									
Great location service and beer .									
Great location service and value !									
great rooms fantastic location and great service !									
Great value and service for the price !									
"Housekeeping service was very inadequate, though ."									
"I did not take advantage of the concierge service, but I saw many people were receiving great service from them ."									
I planned a weekend getaway and thought because of the location and Hotel chain we would receive good service .									
i'am 40 years old and its very disheartening that people have lost their pride of service and doing a good job .									
In accordance with the Tuscan Inn’s Italian style theme a coffee tea biscotti service was open from 6am till 9am in the mornings .									
"In addition, they advertise Limousine service to the financial district but when I inquired they announce they had stopped the service and I would need to take mass transportation ."									
nette Lage aber durchschnittlicher Service !									
Nice place but service could be better									
"Phenominal Service, great room, great location ,  couldn't have asked for more ."									
Room service at the hotel is limited :									
seems service just isn't the way it used to be .									
"service was extra good, very friendly and there is a great cafe across the street   which has the best breakfast in the world ."									
So to sum up if your looking for somewhere to lay your head after a long day then this is the place for you if your looking for something a bit special with good customer service avoid this place like the plague									
"The concierge can give discounts for booking city tours and for some restaurants, although we tried Neptune's which was recommended to us and felt it was overpriced for the service and quality ."									
"The hotel is conveniently located to the shopping centre across the road, and we made use of this to purchase our breakfast requirements, as we had not had great service from the adjoining cafe Pescatore for our evening meal and thought we would do our own thing each morning ."									
"The hotel makes a big thing of the coffee bisc service in the morning,and this is quite nice ."									
The hotel room was average although the service was good .									
The rooms were a decent size for a city hotel and were very clean and well serviced .									
The service in the hotel was really good .									
"The staff at the front desk could not have been more helpful and whilst we did not avail his services, the concierge always seemed to be busy with guests giving info and advice ."									
"The valet parking was overpriced, the service was terrible, and the coffe was cold ."									
"There is simply not the service, oriented feeling one is used to in this hotel group ."									
"Tuscan Inn has it all, exellant location,very close to public transport, very clean, impeccable, friendly service and a supermarket opposite ."									
"Very clean room, great location, wonderful service and dog friendly ."									
"very good hotel ,  great location, concierge extremely helpful, decor is nice and the maid service was excellent   ."									
"We found a great breakfast place just around the corner in Taylor St, called Darren's Cafe, good prices with excellant food and service ."									
We had a discussion on the plane that it was such a shame that customer service was gone in so many companies these days .									
"We have stayed at The Tuscan Inn on our last 3 trips to San Francisco, and I really can't fault the service ."									
"Will store your luggage in separate room on your check out day if you have late flight, want to spend more time,Oldest Italian restaurant in the country w in walking distance, back east service, integrity, etc ."									
