" good size considered it is in london, comfy double bed, clean in room, tea coffee choc making facilities, hairdryer under desk, old tv, toilet facilities was disgusting, long curly black hair in bathtub, big black pubic hair tangled in hand towel, disgusting yellow scum stick on toilet seat, dove shampoo bottle near bathtub and dove cream cleanser bottle near hand basic were both empty, cheap plastic canteen cups on wash basin, only one tiny hand soap, NO supply of essential basic vanity kits   only available if ask, cheap standard chain hotel decor, room was quiet, did not hear anything from the street, but doors closed loudly from nearby rooms on the corridor ."																															
 Got my room through Priceline   and was more than impressed .																															
 Had it not been for the hotel confirmation that I made a copy of they did not want to give us a room even though it was already paid for months in advance .																															
" Hotel rooms are expensive in London so if you want something convenient, cheapish and near to a Tube this is ideal but be wary of the fact that this is a massive hotel and there will be queues for breakfast, check in, etc ."																															
" Hotel was able to give us a two bed non, smoking room which is exactly what we wanted ."																															
" however the corridors to our room had a pungent smell of deep heat, walls were covered in marks and the gerenal appearance of public areas is dusty and old fashioned ."																															
" However, bathroom was so tiny it would have given a claustrophobic some problems !"																															
" However, I'd be sure to request a room AWAY from Cromwell Rd due to the noise issue ."																															
" However, if the room rates were the same and or I was using my Priority Club points I would choose the Holiday Inn Kensington across the street   ."																															
" However, no in, room safe which is a bit disappointing ."																															
																															
" However, the room was not very large but one does not expect to get a large room in London ."																															
 I arrived at 1030am and my executive level room on the 5th floor was ready   .																															
" I do wish they had double rooms with double beds, but I was so exhausted when I went to be, I don't believe I even turned over, so I managed with the twin bed just fine ."																															
 I found the pendant for the necklace lodged in a crack where it must have landed when the room was cleaned .																															
 I found the room size to be acceptable athough I was one person traveling alone .																															
" I had pre booked my room through the priority club, I'm a platinum member and on checking in the reception told me their was only a twin room left ."																															
" I had requested a room on a non smoking floor, but ended up having to take a room on a smoking floor that was on the end of a hall ."																															
" I have experience with the small size of some European hotels, but this hotel room was the smallest I have encountered ."																															
 I have to say that the room was a bit small but not uncomfortable .																															
 I made the reservation 2 moths ago requesting for 2 connecting rooms and was told could not guarantee connecting rooms until later .																															
" I ordered room service one night, and the food was delightful, and the service was fast and friendly ."																															
 I originally asked for a room above the 10th floor looking over London but that side of the hotel was fully booked so got and upgrade to an executive room .																															
 I politely explained about my shock at being given a completely different room than what was booked !																															
" I really cannot comment on the rate because we had a package deal for the entire trip, and I don't have a clue what our room rate was ."																															
" I stayed in room 354 ,  on the Exec Floor ,  no bathrobes, no newspaper delivery  , room service crockery standing outside room for almost 24 hours un movedand poor service in Bistro ."																															
" I think it is a good idea that you have to use your room card to get the elevator moving, it is just a security issue ."																															
 I was booked into the same room as the one I complained about last time and the TV is still not fixed !																															
" I was 'upgraded' to a room that wasn't stunning or large ,  hate to think what regular room is like ."																															
" I would not pay rack rate for a room here, but it is quite attractive at a discounted price ."																															
" If I had paid more than $100 for my room, I would have been disappointed ."																															
" If this is your first time to the UK and you travel a lot in the US, the room size is small ."																															
 If you are a tourist who will only be in the room to sleep and shower this is the place for you .																															
" If you upgraded to the next level room, the fridge was stocked ."																															
" I'll admit that it was a bit confusing at first to have to use the room key to turn on the lights and select a floor on the elevator, but it wasn't a big imposition ,  again it was just different from what Americans expect ."																															
" In all, as with many Holiday Inns hotels worldwide, affordable with good rooms and customer service but there is always one or two issues that keep this chain from being a affordable and good place to stay ."																															
" In other words, if the room is already hot, you will not be able to cool it down unless you ask that the AC be turned on, or unless you open a window   ."																															
" In the sliding, door bathroom, there was no hair dryer, common amenities like shower caps, shampoo, etc ."																															
" Initially, I was disappointed in the small size of the room, but adjusted to it, and by the time we left ,wondered why I was initially concerned !"																															
" Instead of an executive room with a king bed and a wonderful breakfast each day at the MG, this trip we paid more to stay at this Holiday Inn and definitely had fewer and less posh amenities ."																															
 Instead of Mini Bar my room had just the hole where it normally is placed and some hanging cables .																															
" It is a great location, the rooms are a bit basic, but clean and we actually got a pretty good view this time ."																															
 It is common across Europe to have small rooms and this was small for a double .																															
 It is hardly intuitive and unless sometime tells you won't know what to do with the room key unless you've stayed in hotels that use this kind of system !																															
" It is very close to Gloucester Rd tube station, has plenty of restaurants, pubs, supermarkets, chemists within 100 yds, is close to Hyde park for a run walk in summer, near Kensington High street, rooms are always clean and have recently been refurbed, room service menu is better than other hotel chains, breakfast is good ."																															
 It proved good value for a regular room but the advertised extras to justify the  executive   tag were not all there .																															
																															
 It was a good quality room although the bed was and pillows were very firm .																															
 it was a twin room and was barely big enough for one person .																															
" It was clean, the maids were fantastic, our room was surprisingly large  , and the beds were comfortable ."																															
" It was nice to have a frig in the room, we bought juice and croisants each morn from a local store and stored them ."																															
 It was not available in our room and was very expensive   to use in the lobby area .																															
 it was very hard to move around the room when the sofa bed was pulled out   as another reviewer said you'd have to crawl to move around  .																															
" Let's face it, just because the hotel is 4 star does NOT mean your room will be, but this really isn't too bad ."																															
" Mind you, hotel rooms in Europe are smaller than in the States, but this room was MORE than enough room for the two of us !"																															
" My bathroom was, like the room, small ."																															
 My family stayed in 2 connecting rooms this July and had outstanding customer service .																															
" My friends were given a two bed room which was considerably smaller but, like mine, was clean and stocked with the necessities ."																															
 My husband and I stayed in one of their suites a few years ago over Christmas and the only complaint I had about it was that the sofa in the living room of the suite was as hard as a rock .																															
 My only gripe about the room was that the hot water was not very hot .																															
 My room   was positively huge by European standards .																															
" My room had the usual exec features of the bathrobe and slippers and as a Priority Club Platinum member, my gift was a half bottle of wine, which was just what was needed after a hard day ."																															
" My room itself was a little worn and torn, , I was in a non, smoking room and my comforter had cigarette burns on it ."																															
 My room was a typical London size i .																															
" My room was clean and well furnished, with a a comfortable 5ft bed ."																															
" My room was clean with tea and coffee making facilities, but there was wallpaper coming away from the walls and there was no cover on the bed, simply a duvet in a white sheet ."																															
" My room was clean, although since I only stayed one night I cannot comment about ongoing housekeeping ."																															
" My room was non, smoking and did not smell like smoke ."																															
 My room was small but it was clean and everything was okay except for the wireless internet which kept going in and out every 5 minutes .																															
 My room was very clean and the tube was close by .																															
" My room was very clean, bed was comfy and always made by the time I arrived back each day ."																															
" My wife adds the bathroom was very clean, with nice towels and hot water every day ."																															
" No other problems ,  the room was clean, the bed was comfortable and everything in the room worked ."																															
" No problem said the receptionist I will fast track your room so it will be available at that time, and here is the key holder with the number of your room for when you return ."																															
" no standard room was available 40 minutes before announced check, in right in time 30 minutes after   ."																															
" Non, smoking room and floor was actually non, smoking !"																															
" Not sure what the regular rate is for a room, but I personally would not pay more than $100 for this hotel ."																															
" Not too easy to find rooms for more than two people in London unless you compromise on a few things, such as cost, location etc ."																															
 Nothing to say that this room was a  priceline  room .																															
" OK, the rooms are a bit on the small side, and it's a tad noisy generally of an evening, but what do you expect from a large hotel slap bang in the middle of one of the main arterial routes into London ?"																															
 On arrival we were allocated a twin room and when I called to enquire about changing I was told that there was no record of my request for a double room and that non were available .																															
" On arriving at the hotel, we were greeted by a very friendly valet who parked our car for us   and we were able to leave our luggage as we were early and the room was not ready ."																															
 On opening the door to the room we had a real disappointment .																															
" On the plus side, the staff in the breakfast room was wonderful and friendly, as was the fine waitress the one night we had dessert at the ground, floor restaurant ."																															
" Once we had access to our room on the 14th floor, we were pleasantly surprised ."																															
" Only negative was that the room, fitted with twin beds, was small even for just two adults ."																															
" Other than that, our stay was uneventful and the room was clean, if a bit small ."																															
" Otherwise the room was fine for one, but was rather compact and would have been too cramped for two people ."																															
 our air conditioner leakes in one room so they moved us right away which was very nice .																															
" Our first room had an unbearable odor from an unflushed toilet which made me think,  Who else is using the room when guests are not using them ."																															
 Our room had all of the facilities listed including fridge which came in handy .																															
 Our room on the third floor was too near the road and a little noisy .																															
" Our room rate included two full breakfasts, free bottled water and Kitkat candy bars each day and was very competitive with the rates at other hotels we considered ."																															
" Our room was clean, spacious and smart ."																															
" Our room was clean, though small, the service was great, and we would stay here again in a heartbeat !"																															
" Our room was more than comfortable for two but when me made up the third bed the room was incredibly cramped ,  then again this is Central London  !"																															
 The rooms were extremely small however and with the couch turned into a bed it was impossible to get from the bed to the bathroom .																															
 Our room was on the 5th floor of this very tall and bunker like hotel building and it faced Cromwell Road .																															
 Our room was small but tasteful .																															
 Our room was smaller than expected .																															
 Our room was spacious by London standards and had all the amenities we needed .																															
 Our room was typical holiday inn the bathroom could have done with updating but was spotless .																															
 The hotel was clean and the room was a decent size .																															
" our room, which was a handicap access room due to the crowded season, was actually a great choice, as the bath is large, light filled and with updated fixtures ."																															
" Our rooms were not ready, we were promised rooms at a later time, etc ."																															
" Our rooms weren't ready when we arrived  , which was fine  but they also weren't ready for hours after the official check, in time ."																															
" Our westward facing room was on the 17th floor, and we saw a couple of beautiful sunsets out the windows, sharing wine and cheese that we’d purchased at the Waitrose supermarket a block away on Gloucester Rd or at the Sainsbury supermarket two blocks down Cromwell Rd ."																															
" Overall I couldn't have been more satisfied and far from assigning me a humble room because I'd booked a discounted Hotwire rate, I was given a room upgrade !"																															
" Overall, I would describe the room as free of serious problems, but drab and in need of modernisation or livening up ."																															
" Overall, we found the hotel only good for location and decent room if somewhat cold just like the weather was in London then ."																															
 People are saying the rooms are small but one I was in was very much the Holiday inn standard size room and was in good condition .																															
 People asked to be changed rooms all the time and this was not my first time staying in hotels .																															
																															
 Room 2519 is where the only ice machine and a microwave are located .																															
 Room rate including continental breakfast was very competitive .																															
 Room size is fine and bathroom is good .																															
" Room was a nice size,clean and modern ."																															
" Room was an Executive Club floor room and was larger than average for a London Holiday Inn, well laid out and everything worked !"																															
 Room was clean and bathroom was compact and modern .																															
" Room was clean, comfortable, modern ."																															
 Room was cleaned with fresh towels etc upon our return later that afternoon .																															
" Room was comfortable, very well lighted, and well maintained by housekeeping staff ."																															
" Room was good size for Europe ,  clean throughout ."																															
 Room was on 3rd floor but there was a private function in their function suite .																															
 Room was pleasantly furnished and clean .																															
" Room was plenty big enough and clean and tidy, bed was comfordable ."																															
 Room was small but adequate as I basically used the room to sleep in .																															
" Room was small but perfectly kitted out ,  spotless with thoughtful facilities like retractable clothes line over the bath , mini, bar, hair, dryer etc ."																															
" Room was small, but that's the case in Europe ."																															
 Room was still a small European style room .																															
" Room was very modern and clean, too, and everything worked bar the kettle which was replaced with a brand new one in 15 minutes ."																															
 Room wasn't luxurious but did exactly what we wanted in that it was clean and had a comfy bed !																															
 Rooms are clean and good size by English standards .																															
 Rooms were cleaned every day without fail and toiletries and coffee sachets etc replenished .																															
" She called housekeeping, and the room was ready in 10 minutes !"																															
" She was quick to add, however, that she would be willing to give us a free upgrade to an executive room for 1 night, which would normally cost us GBP35, but for the inconvenience, she would waive this upgrade fee for the first night only ."																															
" Small, with soft beds the room served well for the night we stayed and the card controlled lift access was a nice feature which made the hotel feel more secure ."																															
" So on check out, not only did the staff try to take another payment, they tried to take it at normal room rates and not the discounted rate !"																															
 Staff very friendly and I always worry when booking through priceline that I will get the worst rooms because the price was so good but got a great room on the 16th floor facing the London Eye .																															
" Staff were very pleasant , especially the breakfast staff  Rooms were not particularly spacious but were clean and adequate, bathroom was modern but shower was not very powerful ."																															
 Standard room was VERY clean and seemed new or newly renovated .																															
" standards, but it had been recently refurbished   and the bathroom was quite nice ."																															
" Still, the room was comfortable enough  and clean, although some of the fixtures and fittings were slightly worn, e ."																															
 Take a look at the breakfast room to see just how big an issue size is .																															
" Talking about food, something worth noticing is that there was a fridge in the room, but it was completely reserved for the mini, bar service beverages, which completely filled it ."																															
" That said, most London rooms are small and as we were only sleeping there, it was not really a problem ."																															
" that there didn't really seem to be a functioning air vent in our bathroom so it was a bit of a sauna after you used the shower, and 2 ."																															
" That's a good price even though the room was tiny, however, when it came to the continental breakfast, the hotel would not permit us to partake of same, telling us that because we reserved through Hotwire, we were ineligible for the breakfast ."																															
" the bathroom door is a slide, door as there is no room for a normal hinged door ."																															
 The bathroom in our room was immaculately clean .																															
																															
" The bathroom is bright and clean, with a modern tub and good water pressure ."																															
" The bathroom is small, but well equipped ."																															
" The bathroom is tiny but at least there is a bathroom attached to the room  in a lot of hotels that I looked at online in the same price range, bathrooms were not en suite ."																															
 The bathroom was a good size with an excellent shower and was spotlessly clean .																															
 The bathroom was also new and beautifully tiled .																															
" The bathroom was also small, and the water pressure in the shower was not great ."																															
" The bathroom was also tiny, and the water pressure abysmally low ."																															
" The bathroom was BRANDNEW and so clean that I even bathed in the tub, which ordinarily I would not do at a hotel ."																															
 The bathroom was clean and modern with a sliding door not enough room for a standard door as it would hit the wardrobe !																															
 The bathroom was generally spotless throughout .																															
 The bathroom was immaculate everytime we returned to the hotel and the water pressure in the shower is fabulous .																															
 the bathroom was looking tired aswell .																															
 The bathroom was modest in size and had a tub .																															
 The bathroom was more than we expected for an English hotel .																															
" The bathroom was ok, however there seemed to be a lack of water pressure, so the shower was a kin to standing under a tap ."																															
" The bathroom was small, and water pressure was weak, but it was doable ."																															
" The bathroom was small, but the tub was deep   ."																															
 the bathroom was so small that it had a sliding door as there wasnt enough room to open a door .																															
" The bathroom was so small that it had a sliding door, and not the regular swinging kind ."																															
 The bathroom was spotless and clearly recently renovated .																															
" The bathroom was the smallest I've ever seen, but did include a full, size tub shower combination ."																															
" The bathrooms are basic with soap dispensers reminiscent of a gym, but were uniquely clean without dirty corners even to a critical eye ."																															
" The bed was perfectly comfortable, I had ample desk space for my work and my bathroom was much bigger than I expected ."																															
 The bedroom was small   but the bathroom was good sized and exceptionally clean .																															
" The bedroom, although recently upgraded with a new bed   had wall paper that was unstuck at the seams throughout the room and the rest of the furniture appeared the quality of a budget hotel brand ,  the TV was an outdated model ."																															
 The bedrooms are very small and the breakfast is very ordinary although there is a good choice .																															
" The beds were comfortable, but the bathroom was tiny as well ."																															
 The beds were not very comfortable and the door to the bathroom was a sliding door that did not lock .																															
" The breakfast room is  cattle market  like with queues for tables and at the servery, and we were led to tables that werent free more than onceThe decor is also fairly dated, with a 1970s feel to some of the public areas ,  the lounge bar has the ability to be good but is often used as a waiting area by people, occupying tables without having a drink, and doesnt work as some bars in lobby areas do at other hotels ,  the main bar is like a pub, and doesnt feel like part of the hotel ."																															
 The Concierge desk called our room to ask if we needed any information or assistance .																															
 The decor of the hotel and the rooms looks cheapand not worth the money I was paying .																															
" The disappointment was that when we got to our room the extra bed was infact a sofa and it was not ready, which at that time of night was quite inconvenient ."																															
" The English breakfast besides having eggs, meat, mushrooms   baked beans also had better fruit than was generally available with the continental breakfast ."																															
" The hotel exterior is a bit plain, but the room was comfortable ."																															
" The hotel itself is in need of an upgrade, its getting a bit tired, but saying that, the room was clean ."																															
" The hotel itself is very clean and the rooms were comfortable, the staff are very friendly and helpful and the check in desk was always well staffed so it only took 2 minutes to check in and out ."																															
 The hotel room was definitely as spacious and clean as all the hotels I've stayed in mainland Europe .																															
 The hotel room was very clean and housekeeping made up my daughter's bed five minutes after phoning reception .																															
 The hotel room was very clean and the cleaning staff and breakfast staff were very attentive .																															
 The hotel was obviously newly refurbished and the room I got was very nice furnished .																															
 The in room bar was extremely expensive if used .																															
 The light in a bathroom would not turn on and we contacted the front desk and told them this .																															
" The lobby was absolutely heaving when I arrived, mostly tourists but some airline crew too, The room was small, and the tv was too ."																															
" The lobby was big but the room was very small, I won't stay there any more ."																															
" The luggage facility was superb too, we had no problems in checking out of the room and leaving our luggage which was securely labelled and organised, for no extra cost ."																															
" The next day, after coming back from sighseeing at around midnight, we went up to the room after seeing the queue of 8 persons waiting to see the receptionist and amazingly our keys worked and our bags were where we have left them ."																															
 The over zealous   staff cleared our unfinished drinks while we were collecting cooked food and movement around the room with plates was difficult in the crowded circumstances .																															
 The phone in the room misdialed every time I used their speed dials   .																															
" The public areas are fine if bland, the rooms comfortable if slightly cramped, the location good for tube and bus but just a little 'distant' ."																															
" The refrigerator did not work, and when we asked about it were informed that a refrigerator did not come with our room, even though it was in the room ."																															
 The room   was very nice with a king size bed and a full size double sofa bed which was very comfortable and easy to use .																															
" The room also had a fridge which is great to store orange juice and anything else you might need, but the fridge really could have used a good scrubbing !"																															
 The room also had an  American outlet  which was very useful .																															
" The room also has a fridge, which is not really a fridge, but a “cooler”, as described by staff ."																															
" The room cost GBP245 per night   and the room was very basic, small tv, too soft mattress ie ."																															
" The room I was in was ok, but the shower was terrible ."																															
 The room is a tad small but is super clean and great location .																															
 The room is generally spotless and the cleaning ladies do a great job of refilling all of the usual stuff .																															
																															
" The room is very small, which is fairly typical for London ."																															
 The room itself is compact but there's enough space for a long weekend .																															
 The room itself was clean but very dated think early '90s blue and yellow with pine !																															
" The room itself was small, though clean and well appointed with a complimentary bottle of wine and water ."																															
" The room size is actually not bad ,  in fact, it is larger than the room I stayed at the Holiday Inn Regents Park 6 months ago ."																															
" The room size was as expected, bigger then hotels in south beach, yet smaller then some resorts in the caribbean ,  however that being said, the room size is more than enough and we had several pieces of luggage in the room ."																															
" The room was a good size, with comfortable beds, and the bathroom was larger than most london hotels with good shower gels and shampoo on hand !"																															
 The room was a little smaller than typical US hotels but very comfortable .																															
" The room was a perfect size, spotlessly clean, and well equipped   ."																															
 The room was actually pretty large compared to other hotel rooms I have seen in London .																															
 The room was airconditioned and quiet  .																															
 The room was also very roomy .																															
" The room was as expected for a Holiday Inn, cute little fridge with lots of goodies, a teapot, comfortable beds, clean, neatly renovated bathroom, plenty of hot water, overall pleasant ."																															
" The room was average sized, but I'm not paying to swing a cat in a hotel room ."																															
" The room was basic but cold, the heating system did not work at all ."																															
																															
" The room was clean and , by London standards, decently sized ."																															
 The room was clean and breakfast OK .																															
																															
 The room was clean and contemporary .																															
 The room was clean but tired as were the public areas that we saw .																															
																															
																															
" The room was clean, organized, and provided a great view of London ."																															
" The room was clean, the bathroom large enough, and I had a choice of pillows ."																															
																															
" The room was fairly large by London standards, but storage space   was minimal ."																															
 The room was generally clean .																															
 The room was good and functional .																															
 The room was immaculate and the bathroom wonderful .																															
																															
																															
" The room was kept clean, and restocked with cups, teas, etc as they were used ."																															
 The room was kept scrupulously clean and tidy by the cheerful staff .																															
" The room was large for a London hotel with a great bathroom ,  nice tub and great shower ."																															
" The room was much larger than expected with a huge comfortable bed, desk, sofa and ample bathroom ."																															
 The room was nice size with a small but adequate bathroom .																															
 The room was normal size for a European hotel and we were pleasantly surprised to have free wireless internet in the hotel lobby .																															
" The room was not extravagant, but very comfortable ."																															
" The room was on the small side, but had a great view of North London   ."																															
 The room was packed to capacity with queues at the food buffets .																															
" The room was perfectly comfortable with great views, although I wish I was on a higher floor ."																															
 The room was small but included all amenities .																															
 The room was small but not overly so .																															
 The room was small but very clean and modern .																															
" The room was small by American standards but comfortably furnished, all new infact, a pull out sofa the size of a love seat and two twin beds ."																															
" The room was small however, and space is tight for two people ."																															
" The room was small, as lower priced rooms tend to be in London ."																															
" The room was small, but very clean, and the bathroom spotless ."																															
" The room was small, the beds were hard, but a great value for the price we paid ."																															
" The room was spacious and comfortable and came with a complementary bottle of wine, water and other refreshments ."																															
" The room was spotless with a nice selection of toiletries in the bathroom which were re, stocked each day, also the bottle of water, fresh orange and kit kat chunky left each day was a nice touch too ."																															
" The room was still small with barely enough room between the bed and dressing table but it did have a sofa and complementary half bottle of wine, fruit juice, water, and chocolate bar at the hotels prices this would of cost of over £20 ,  Chocolate bar is £3 ."																															
" The room was that bad, I did not even unpack ."																															
 The room was thoroughly cleaned every day .																															
 The room was tired with peeling wallpaper although it was renovated recently .																															
