" The videos you record do not show up on iTunes though, you have to go to My Computer and find the ipod drive, then open the folder named DCIM, and the video files are in  ."									
 This can record videos and it is also Very Very Light Weight !									
" This time around, Apple is branching out of its iPod formula in a small, but not insignificant way by gracing the back of the Nano with its own video camera ."									
 video camera built in and music plays without head phones  .									
 Video camera function and the blending of songs at the end and beginning  .									
 Video camera quality and sound are also surprising for such a small unit .									
" Video Camera with fun special effects, FM radio  ."									
" Video camera, FM turner, Speaker, Pedometer  ."									
" video camera, radio, great price for a 16 gig, not a fingerprint magnet, small ."									
" Video is impressive, speaker sound is good for size, easy menus, screen is big enough to watch movies ."									
 Video option is easy to use .									
 Video quality is better than I expected .									
 Video taking feature is interesting .									
" Video, even in low light, is impressive ."									
 Watching any videos drains the battery very quickly .									
" We haven't tried the video yet, so I can't comment on that ."									
" When you're not in a game or watching a video, if you turn it on the side, coverflow displays, however you can turn this feature off ."									
 Which I am sure all Nano's are like that  LOL The video camera is so much fun !									
" While the Nano allows for video and audio, the IPod touch has interactivity and"									
" While the Nano allows for video and audio, the IPod touch has interactivity and"									
" wish BB could engrave them too  announcer for songs is kind of annoying  Haven't yet tried the video, but very pleased with the size and quality of my music on this nano ."									
"5G lies a more mature iPod, many steps wiser and more able than its one, year, old  The iPod gains many incremental improvements, including a brighter screen and better video battery life, but probably the most appealing aspect is the tantalizing price points of $249 for the 30GB version and $349 for the huge 80GB version   ."									
7 out of 10 have not used video yet but the pixels would be just the same .									
Amazing amount of music photos videos can be stored .									
"Great for music, just OK for video"									
Great little audio video device									
Great video camera and the funcionality is awesome									
"haven't quite mastered the video camera yet, but I'm okay with that !"									
"I bought the 8, gig Ipod Nano that has the built, in video camera ."									
"I can listen to it without headphones, i can record video ."									
"I have lots of music cd's and dvd's, so currently I'm just interested in storing some of my music and videos on the ipod so I can enjoy them on my vacation, and while at work ."									
ipod nano even better with video camera !									
"It is of the best buys I've done, sound quality, video and radio is excellent"									
It's great to have a decent video camera with you at all times if you don't have an iphone .									
its really good up to apples usual standard sound quality and video quality is brillant and is ideal for anyone !									
My wife and I are really pleased with our Nano Ipods that we purchased from you so easy to use and good to have a camera as well as a video John Coleman									
"Our 12 year old loves the IPod ,  especially the video camera feature ."									
she was quickly able to download music and videos xmas am									
"shoes if using vid cam for long time, it kills battery  Standard Def video recording, but still sharp !"									
"So, the only thing about the iPod nano that I don't like   is the placement of the video camera ."									
The seller advertised it as the NEWEST model which should be able to take pictures and video .									
"The user interface of the 5G Nano remains almost entirely unchanged with the exception of a few new menu items for the video camera, FM radio, and fitness features ."									
The video camera feature is nice but I don't understand why they didn't allow for picture taking ?									
The video is surprisingly good !									
"then it would be perfect oh and make a 32 or 64gb version so I can fit all my music and have lots of room for video ,  thanks !"									
There's a right way and wrong way to store music and videos onto the ipod .									
"This time around, Apple is branching out of its iPod formula in a small, but not insignificant way by gracing the back of the Nano with its own video camera ."									
"video, motion sensing, screen size and sllek look  I recently upgraded from the 2nd generation Nano and love the new features of the newest model ."									
