phrase_line_number,microsoft_id
3903,1476171
3906,550075
3911,550083
3916,673481
3919,673708
3921,788914
3926,789158
3930,267
3933,222
3935,939906
3940,939937
3945,3285256
3947,3285386
3949,872655
3951,872435
3955,2505004
3957,2504879
3960,279643
3962,279573
3964,2208492
3969,2208543
3975,2252343
3979,2252300
3982,2410405
3986,2410370
3990,161728
3994,161959
3996,2112310
4002,2112366
4008,498380
4012,498314
4015,1418704
4020,1418912
4027,1125872
4032,1125887
4037,1396925
4038,1396739
4039,1171278
4042,1171385
4046,221459
4048,221354
4049,2500731
4053,2500631
4059,835284
4063,835420
4066,2652307
4070,2652187
4073,1769142
4075,1769127
4076,3120430
4077,3120204
4079,3044479
4082,3044664
4084,3085418
4086,3085482
4087,2293452
4092,2293335
4096,1469634
4097,1469628
4099,3264487
4100,3264279
4102,433401
4103,433483
4104,3215697
4107,3215805
4112,1334494
4118,1334313
4124,1605217
4127,1605529
4131,129775
4132,129858
4135,2841042
4138,2841352
4142,969653
4145,969187
4149,2007775
4155,2007675
4162,221084
4164,221029
4168,264040
4170,263934
4171,2672787
4174,2672875
4177,283605
4181,283688
4187,1462783
4193,1462738
4199,2380347
4203,2380299
4207,1995575
4211,1995509
4217,3225453
4222,3225105
4225,1934804
4229,1934970
4233,1917209
4234,1917198
4236,356719
4238,356779
4241,1097469
4246,1097432
4248,2410088
4252,2410144
4255,686191
4258,686680
4261,1506823
4266,1506887
4270,610530
4273,610589
4276,276517
4278,276503
4282,3365018
4284,3364781
4286,3417159
4290,3417350
4294,1312090
4299,1312303
4303,2548947
4308,2548991
4313,885713
4315,885612
4316,2501070
4320,2501020
4325,596187
4329,596162
4332,758885
4336,758953
4339,1037070
4341,1037058
4343,3003058
4348,3002971
4352,2518638
4355,2518552
4358,571573
4360,572108
4363,1045708
4367,1045746
4371,356819
4373,356952
4375,690579
4380,690843
4384,893926
4387,894135
4389,2345492
4392,2345576
4398,986604
4407,986929
4416,1055255
4419,1054938
4422,919802
4424,919940
4427,13714
4429,13893
4431,81231
4432,81444
4434,1550449
4437,1550546
4440,238217
4445,238191
4448,332716
4449,332382
4451,240349
4456,240386
4460,1462692
4466,1462504
4471,1042503
4475,1042400
4477,3098063
4483,3098011
4488,428383
4494,428434
4498,2653985
4501,2653948
4504,1157432
4506,1157403
4507,1464799
4510,1464834
4512,1465159
4515,1465425
4518,2762932
4524,2763294
4531,1686095
4532,1686562
4534,1559232
4537,1559136
4540,798702
4543,798520
4547,495194
4554,495219
4562,1144182
4565,1144129
4568,615871
4572,615961
4575,1669281
4581,1669232
4586,2250251
4592,2250205
4598,1837885
4600,1838251
4602,2833658
4604,2833706
4608,2942579
4611,2942542
4614,1868647
4617,1868598
4621,1353352
4625,1353193
4627,3273136
4631,3273222
4635,3289371
4637,3289359
4640,2565078
4642,2565463
4643,1488446
4646,1488424
4649,1716177
4651,1716086
4653,1334303
4659,1334069
4663,2338162
4666,2337960
4669,2186854
4677,2186909
4684,368271
4687,368005
4690,2141812
4695,2141906
4698,2746767
4703,2746373
4708,411079
4710,411090
4712,1013865
4715,1013870
4718,649943
4722,649933
4727,2654547
4730,2654508
4734,257477
4740,257564
4747,3145536
4749,3145276
4751,2477153
4755,2476767
4759,1112041
4761,1111843
4764,811019
4766,811055
4767,629292
4774,629319
4783,3454292
4787,3454318
4791,1685023
4799,1684889
4806,1896884
4809,1896872
4815,2221840
4817,2221924
4818,1381716
4824,1381439
4828,1147505
4830,1147306
4832,543533
4834,543490
4836,2776610
4839,2776662
4843,1957071
4846,1956989
4849,1967667
4856,1967588
4863,774657
4874,774795
4883,1117174
4886,1117202
4888,1725788
4891,1725686
4894,2475398
4896,2475319
4898,758288
4901,758197
4904,121939
4909,122056
4915,3333475
4917,3333554
4918,646343
4922,646391
4926,3422952
4929,3422979
4932,1225768
4934,1226304
4936,786949
4938,786522
4940,2515727
4945,2515696
4951,2274833
4954,2274855
4960,2481631
4963,2481756
4966,2254011
4969,2254045
4972,3035919
4977,3035789
4982,922819
4986,922554
4993,3283140
4999,3283178
5003,3150044
5008,3150089
5012,3319098
5014,3319119
5016,1463005
5019,1463165
5022,1686168
5023,1686562
5025,1035681
5028,1035633
5032,739972
5037,740735
5041,2381709
5045,2381590
5048,1967579
5053,1967665
5057,889609
5058,889733
5060,1079804
5067,1079345
5071,2794042
5076,2793971
5081,1806953
5084,1806923
5086,438985
5092,438751
5097,3317425
5098,3317361
5101,843200
5103,843043
5105,2453492
5110,2453420
5116,2248645
5118,2248784
5120,515763
5124,515591
5127,1322404
5130,1322351
5134,2057710
5136,2057592
5140,2467983
5145,2467943
5147,374820
5148,375390
5149,1465145
5154,1464851
5159,1881958
5160,1882006
5162,53570
5166,53604
5171,1787626
5175,1787470
5179,2986651
5182,2987222
5185,2310787
5188,2311604
5191,3020767
5195,3020597
5199,548865
5203,548783
5206,1598630
5212,1598710
5215,1380707
5220,1380520
5226,739677
5232,739938
5238,2759665
5239,2759733
5241,701817
5245,701797
5250,2830962
5254,2830944
5259,523349
5264,523357
5269,3323113
5271,3323175
5272,2613350
5274,2613441
5276,3045264
5278,3045266
5281,407798
5283,407700
5286,1112955
5289,1112907
5292,123536
5295,123665
5298,1565915
5302,1566255
5307,1995534
5312,1995506
5316,1355539
5319,1355674
5322,1793116
5323,1793281
5325,312707
5329,312795
5332,3037352
5339,3037382
5346,2002942
5349,2003052
5353,2728244
5359,2728420
5365,1315900
5370,1315973
5374,2846992
5375,2847045
5376,2927334
5380,2927592
5384,2065497
5385,2065458
5387,617309
5391,617115
5395,1978626
5398,1978641
5403,77428
5406,77559
5410,2051961
5414,2051879
5420,1351688
5425,1351809
5429,2201393
5431,2201282
5434,116323
5436,116276
5438,2521281
5440,2521594
5442,434568
5446,434535
5450,2377832
5453,2377802
5455,3035818
5456,3035854
5457,2545785
5460,2545843
5464,145076
5465,145052
5468,1984954
5470,1984531
5472,2668998
5475,2669030
5477,565760
5480,566025
5485,2894616
5488,2894706
5490,844505
5495,844642
5503,1981956
5507,1982170
5510,2886878
5513,2886843
5516,2083179
5519,2082970
5523,3084952
5526,3085078
5528,2349594
5533,2349787
5536,1463117
5542,1462738
5548,1315492
5551,1315639
5554,1777874
5558,1777965
5562,1666058
5568,1666007
5571,2942079
5573,2942188
5576,2252321
5577,2252356
5581,3085068
5583,3084951
5585,1661193
5589,1661317
5594,246573
5596,246510
5597,870762
5601,871347
5606,257707
5610,257757
5613,953312
5618,953156
5623,284891
5631,284925
5638,2898542
5641,2898560
5646,345686
5647,345704
5648,826455
5652,826593
5657,11190
5664,10771
5670,285785
5673,285605
5676,148095
5679,147508
5682,1788267
5685,1788246
5687,1787481
5689,1787517
5693,290525
5698,290626
5703,3176510
5706,3176541
5709,2933867
5713,2933700
5718,3044424
5719,3044562
5721,1361614
5723,1361440
5724,1735760
5728,1735790
5731,61262
5737,61282
5745,698772
5747,698611
5750,1542090
5752,1541970
5755,498299
5762,498366
5768,2585334
5773,2585405
5778,3153726
5782,3153980
5786,1457907
5790,1458152
5794,2696847
5799,2696428
5804,349050
5811,349247
5816,278149
5819,278365
5822,2268416
5824,2268475
5827,1113724
5830,1113757
5832,821890
5833,821901
5834,543654
5836,543490
5838,2190421
5842,2190204
5846,3276667
5850,3276656
5854,2999115
5861,2999035
5868,2787374
5871,2787403
5874,1695578
5883,1695467
5894,2460509
5896,2460489
5898,2624855
5901,2624576
5905,780201
5909,780408
5914,1485566
5916,1485610
5919,516921
5923,516783
5926,2077256
5929,2077138
5932,530791
5935,530914
5938,3048226
5940,3048303
5943,1984638
5945,1984518
5947,487692
5953,487742
5959,2097223
5964,2097332
5969,378940
5973,378851
5977,577969
5978,578532
5980,1918608
5982,1918489
5984,1678050
5986,1678502
5987,2089107
5991,2088980
5994,2761996
5996,2761977
5998,2939920
6001,2939978
6005,1712236
6010,1712278
6015,1900937
6020,1900992
6025,781865
6032,781610
6036,2369029
6038,2368997
6040,683153
6042,682794
6045,3085550
6046,3085530
6047,1401043
6049,1401108
6054,1077596
6058,1077628
6061,619375
6065,619005
6069,89798
6071,89744
6074,2529318
6077,2529415
6080,2879435
6084,2879308
6087,779371
6091,779429
6096,1603482
6099,1603561
6105,425212
6107,425188
6110,1027439
6115,1027131
6121,1240329
6124,1240365
6128,1440706
6133,1440758
6137,369222
6140,369272
6143,2341131
6146,2341082
6149,882056
6151,882696
6153,820929
6155,820902
6156,1369208
6160,1369178
6164,1934435
6167,1934584
6169,1721438
6171,1721593
6172,2656347
6175,2656255
6178,2642526
6181,2642629
6184,2620066
6189,2620048
6194,2168028
6203,2168289
6213,149566
6219,149546
6226,2111185
6232,2111269
6238,981498
6240,981540
6243,3201393
6246,3200966
6251,1852060
6254,1852172
6257,409963
6261,410012
6263,1247215
6267,1247142
6269,2706184
6273,2706235
6276,809733
6279,809493
6283,1007748
6286,1007879
6289,540236
6293,539740
6297,707997
6301,708045
6305,2673409
6309,2673344
6312,2201275
6315,2201383
6318,2282250
6321,2282509
6323,2405928
6325,2405967
6326,1605375
6331,1605488
6338,1441004
6340,1441007
6342,284939
6344,284799
6346,1755837
6347,1755939
6349,356760
6352,356779
6355,320900
6357,321056
6360,3130795
6361,3130693
6362,2077781
6367,2077849
6372,1952593
6375,1952523
6379,2570361
6382,2570304
6385,813931
6390,813905
6395,956229
6400,956090
6404,1236789
6407,1236712
6408,1619243
6412,1619310
6415,1039561
6420,1039623
6426,489705
6428,489782
6431,316726
6435,316927
6439,1258198
6441,1258286
6443,2428146
6446,2427840
6449,1569822
6454,1569894
6460,2521033
6465,2521063
6470,410868
6475,410807
6481,1014017
6487,1013977
6491,3017926
6496,3017893
6500,2955842
6505,2955810
6510,56110
6511,56072
6514,679656
6515,679570
6516,468109
6520,467921
6524,2629137
6529,2629019
6534,2081791
6535,2081773
6536,3281508
6538,3281496
6542,545374
6546,545445
6551,424522
6555,424409
6559,684555
6565,684845
6571,1473639
6578,1473500
6587,1279777
6588,1279864
6591,1184765
6593,1184312
6595,981820
6601,981912
6607,547205
6610,547289
6611,2664077
6615,2664029
6618,394992
6623,394815
6628,2174189
6631,2174194
6634,1568536
6637,1568623
6639,2801973
6641,2801930
6644,3190205
6651,3190131
6658,773604
6662,773629
6666,2480969
6671,2481007
6675,1481822
6677,1482025
6678,1246488
6681,1246781
6683,1934785
6688,1934804
6692,1462789
6695,1463165
6698,1240334
6701,1240329
6704,2920398
6707,2920337
6710,2941188
6714,2941130
6719,1091223
6726,1091259
6732,2697609
6737,2697286
6740,2946090
6745,2946111
6749,645274
6754,645331
6760,2209390
6761,2209111
6762,349046
6764,349453
6766,1068085
6772,1068129
6777,1259362
6782,1259583
6788,2170889
6792,2170991
6794,1933212
6798,1933374
6799,2226542
6803,2226520
6805,1088238
6806,1088210
6808,1852616
6812,1852984
6816,1605335
6823,1605485
6829,1386850
6831,1386805
6834,1627107
6836,1626909
6838,3368666
6839,3368628
6841,2044580
6845,2044599
6848,1245861
6849,1245663
6851,1944635
6855,1944747
6859,2726905
6862,2726864
6864,2664285
6866,2664187
6868,105896
6873,105906
6880,1088243
6883,1088213
6885,832965
6890,832995
6895,3333313
6898,3333230
6899,2695490
6902,2695609
6906,1602901
6910,1602885
6913,2829255
6918,2829229
6923,899514
6926,899451
6929,1911842
6932,1911799
6935,459103
6942,458744
6946,2130737
6950,2130858
6954,3048010
6958,3047982
6961,2046632
6964,2046642
6967,1501926
6970,1502095
6973,529550
6975,529500
6979,1110096
6981,1110150
6983,762905
6989,763220
6994,1953419
6998,1953301
7003,3325149
7005,3325204
7007,2557333
7012,2557303
7016,1353340
7018,1353186
7021,1662147
7024,1661890
7027,566629
7029,566455
7030,3124187
7034,3124365
7037,1118215
7039,1118016
7041,2800415
7046,2800348
7053,1915787
7056,1915766
7058,2112314
7059,2112367
7060,2339033
7063,2338985
7066,262371
7069,262926
7072,3385862
7080,3385839
7088,2573431
7093,2573609
7099,2024850
7103,2024797
7107,1559185
7111,1559091
7116,303693
7121,303371
7124,2304383
7129,2304361
7133,913945
7136,914112
7137,1106208
7141,1106294
7144,897291
7149,897348
7153,3123765
7154,3123720
7156,1928336
7164,1928826
7169,757743
7174,757631
7181,3266495
7186,3266390
7190,1958110
7194,1958079
7201,2124663
7209,2124696
7215,1048572
7218,1048761
7222,952419
7223,952394
7225,3249177
7227,3249070
7229,511204
7230,510624
7231,2447636
7235,2447517
7239,1363185
7240,1362851
7242,2357099
7245,2357114
7248,31099
7250,31002
7252,1771984
7256,1771964
7260,673735
7262,673507
7265,2240133
7269,2240383
7272,476702
7274,476605
7276,3243744
7277,3243690
7278,1883640
7281,1883973
7283,1692641
7285,1692758
7289,1381338
7293,1380512
7296,3247313
7297,3247294
7298,54708
7303,54325
7308,747906
7313,747766
7315,1820031
7319,1819733
7321,1834873
7323,1834828
7324,2020596
7327,2020482
7331,1048019
7336,1048301
7341,355531
7347,355192
7353,306786
7354,306409
7356,129865
7360,129996
7364,63310
7369,63399
7374,507751
7376,507553
7378,769308
7380,769141
7382,2168769
7385,2168543
7389,1661235
7394,1661308
7398,893924
7403,894133
7408,3257537
7410,3257439
7413,1177406
7415,1177595
7419,228847
7426,229207
7433,3062267
7436,3062299
7439,228853
7443,228814
7447,3245018
7451,3244942
7454,2839498
7457,2839484
7463,1571097
7468,1571032
7474,2218066
7477,2218096
7480,1451709
7483,1451722
7487,2030916
7493,2030876
7499,516070
7500,516184
7501,670903
7504,670585
7507,3413790
7511,3413772
7514,2605131
