uncorrupt_phrase_line_num,corrupt_phrase_line_num
6490,6495
6496,6500
6527,6535
6536,6542
6543,6547
6548,6551
6552,6555
6558,6567
6568,6575
6582,6586
6597,6602
6604,6611
6618,6624
6625,6630
6664,6673
6674,6682
6706,6709
6730,6736
6773,6779
6821,6825
6826,6832
6874,6879
6880,6886
6918,6924
6964,6969
6993,6998
6999,7003
7032,7037
7039,7044
7061,7067
7114,7117
7118,7121
7141,7145
7287,7294
7295,7301
7329,7335
7336,7344
7407,7414
7422,7428
7435,7440
7441,7446
7498,7502
7503,7509
7546,7553
7569,7575
7576,7581
7632,7637
7638,7643
7650,7655
7716,7722
7723,7729
7731,7734
7735,7740
7741,7747
7748,7753
7759,7766
7827,7833
7835,7841
7843,7850
7853,7859
7965,7970
8004,8012
8013,8022
8030,8040
8041,8047
8097,8106
8107,8112
8130,8137
8138,8146
8155,8164
8172,8177
8178,8183
8194,8200
8245,8250
8308,8313
8314,8319
8336,8341
8342,8348
8379,8383
8384,8387
8402,8411
8421,8427
8428,8435
8436,8439
8441,8444
8464,8470
8476,8481
8483,8487
8531,8539
8540,8548
8575,8579
8584,8593
8594,8603
8626,8633
8634,8640
8653,8665
8666,8673
8726,8732
8754,8760
8761,8766
8767,8774
8849,8853
8854,8858
8868,8875
8876,8884
8902,8910
8933,8940
8948,8952
8953,8959
8969,8978
8995,9000
9067,9071
9076,9083
9084,9091
9092,9095
9100,9104
9105,9109
9128,9133
9134,9140
9170,9175
9188,9193
9304,9310
9311,9315
9336,9344
9345,9351
9352,9355
9356,9359
9360,9365
9366,9369
9437,9443
9445,9452
9504,9511
9611,9618
9619,9626
9772,9775
9776,9778
9834,9837
9853,9858
9859,9865
9871,9875
9876,9885
9960,9964
9965,9970
9998,10006
10008,10016
10045,10049
10050,10056
10120,10123
10124,10127
10139,10143
10169,10178
10179,10187
10250,10254
10261,10265
10266,10271
10294,10300
10301,10306
10307,10311
10370,10375
10381,10386
10387,10392
10393,10398
10399,10406
10416,10423
10427,10433
10434,10444
10454,10463
10464,10472
10528,10536
10537,10545
10547,10552
10553,10559
10560,10566
10569,10575
10578,10583
10584,10590
10604,10610
10611,10617
10685,10695
10696,10706
10721,10726
10746,10751
10753,10758
10795,10800
10872,10878
10880,10886
10888,10898
10901,10912
10915,10920
10963,10968
10969,10974
11049,11054
11055,11060
11088,11098
11120,11124
11135,11142
11143,11148
11165,11171
11172,11178
11179,11184
11186,11192
11193,11200
11230,11235
11236,11241
11295,11303
11318,11323
11324,11329
11360,11365
11389,11396
11397,11402
11403,11411
11413,11421
11423,11431
11432,11440
11459,11465
11474,11481
11517,11522
11523,11527
11535,11545
11547,11555
11556,11563
11564,11571
11572,11583
11585,11595
11605,11611
11706,11714
11715,11724
11809,11814
11815,11820
11821,11826
11862,11871
11872,11881
11942,11945
11947,11951
11952,11957
11958,11963
12035,12045
12052,12059
12070,12077
12078,12084
12093,12100
12129,12134
12148,12153
12154,12158
12159,12171
12225,12232
12233,12239
12240,12245
12248,12254
12255,12264
12265,12272
12309,12314
12315,12321
12467,12472
12483,12490
12513,12520
12527,12535
12536,12543
12580,12587
12588,12595
12596,12604
12605,12611
12664,12669
12672,12676
12692,12701
12702,12709
12710,12712
12715,12717
12749,12759
12760,12765
12767,12771
12777,12782
12783,12791
12792,12797
12799,12804
12854,12858
12918,12927
12959,12964
12966,12971
12972,12976
12977,12983
12984,12989
12990,12996
13022,13028
13048,13052
13053,13059
13091,13099
13101,13109
13111,13119
13152,13156
13199,13205
13230,13239
13279,13282
13283,13287
13291,13295
13336,13340
13382,13388
13390,13395
13445,13448
13459,13466
13467,13473
13483,13486
13487,13490
13491,13497
13498,13506
13527,13533
13542,13548
13561,13567
13569,13575
13595,13601
13602,13608
13636,13639
13641,13646
13675,13683
13686,13695
13737,13744
13809,13816
13819,13825
13859,13864
13865,13869
13875,13880
13881,13887
13895,13900
13901,13906
13986,13991
13992,13998
14036,14041
14043,14048
14063,14071
14079,14084
14086,14091
14093,14101
14102,14111
14145,14151
14159,14163
14171,14175
14181,14186
14193,14200
14211,14214
14252,14254
14255,14257
14306,14310
14311,14316
14317,14322
14323,14328
14385,14394
14409,14413
14424,14430
14431,14439
14440,14449
14464,14471
14472,14479
14527,14534
14536,14544
14551,14557
14587,14591
14595,14599
14651,14659
14678,14681
14683,14686
14711,14716
14721,14726
14742,14749
14750,14755
14781,14787
14791,14796
14797,14801
14852,14858
14859,14868
14894,14898
14899,14904
14950,14955
14957,14962
14969,14973
14996,15007
15008,15011
15012,15017
15019,15027
15029,15035
15058,15064
15065,15070
15105,15112
15113,15121
15136,15142
15153,15160
15222,15228
15229,15234
15268,15271
15272,15276
15283,15293
15348,15352
15354,15357
15367,15373
15376,15381
15397,15404
15431,15440
15441,15451
15452,15457
15458,15462
15555,15564
15565,15568
15570,15573
15599,15604
15605,15611
15626,15631
15632,15636
15664,15672
15680,15688
15689,15696
15779,15785
15786,15791
15792,15797
15881,15887
15888,15896
15910,15914
15915,15919
16057,16065
16126,16136
16156,16163
16166,16173
16194,16204
16205,16214
16215,16222
16225,16232
16242,16253
16254,16266
16280,16283
16353,16356
16361,16365
16431,16442
16454,16458
16460,16464
16467,16473
16474,16479
16513,16522
16523,16528
16579,16583
16584,16588
16631,16636
16637,16643
16654,16661
16662,16668
16677,16681
16682,16687
16702,16711
16712,16723
16734,16741
16749,16755
16756,16762
16851,16856
16862,16868
16869,16880
16881,16886
16887,16892
16912,16916
16934,16938
16997,17003
17004,17010
17048,17056
17058,17065
17108,17115
17127,17134
17186,17193
17194,17199
17224,17228
17229,17234
17235,17242
17243,17248
17272,17277
17278,17288
17300,17303
17304,17307
17308,17311
17312,17316
17317,17320
17321,17325
17350,17356
17358,17368
17380,17387
17388,17396
17408,17415
17416,17424
17570,17578
17598,17603
17604,17608
17630,17636
17637,17643
17800,17807
17808,17816
17831,17835
17891,17893
17894,17896
17944,17949
17985,17992
18032,18037
18039,18046
18093,18097
18098,18100
18102,18107
18108,18112
18126,18132
18134,18140
18165,18173
18175,18181
18202,18211
18212,18222
18253,18259
18260,18265
18266,18272
18273,18279
18282,18287
18288,18294
18295,18299
18301,18306
18313,18318
18319,18326
18346,18353
18354,18360
18393,18402
18403,18412
18489,18495
18501,18507
18508,18514
18515,18519
18520,18526
18535,18541
18542,18548
18553,18558
18578,18582
18595,18604
18605,18616
18695,18702
18703,18711
18747,18755
18771,18776
18786,18790
18791,18796
18817,18825
18847,18852
18854,18858
18859,18863
18867,18876
18878,18885
18951,18958
18959,18966
18984,18991
18992,19000
19001,19007
19008,19014
19038,19043
19044,19048
19087,19094
19155,19161
19162,19169
19201,19207
19212,19221
19231,19236
19239,19246
19264,19269
19301,19304
19305,19309
19327,19335
19336,19344
19345,19352
19353,19358
19360,19362
19364,19366
19368,19372
19373,19378
19414,19422
19423,19430
19495,19500
19501,19506
19584,19595
19613,19618
19638,19641
19642,19645
19646,19649
19650,19654
19655,19660
19671,19677
19678,19684
19698,19704
19715,19724
19743,19747
19748,19754
19755,19763
19808,19810
19824,19830
19931,19938
19939,19944
19965,19970
19971,19975
20002,20007
20008,20013
20032,20037
20057,20062
20181,20189
20252,20256
20265,20271
20272,20276
20304,20310
20311,20318
20357,20363
20432,20436
20464,20473
20474,20482
20483,20488
20512,20519
20520,20526
20578,20582
20585,20590
20637,20649
20711,20717
20719,20725
20727,20733
20749,20756
20758,20765
20783,20789
20790,20796
20797,20803
20805,20811
20878,20885
20896,20901
20903,20908
20931,20934
20943,20948
20954,20959
20961,20967
20983,20990
20991,20998
21014,21020
21050,21057
21058,21064
21096,21100
21113,21117
21118,21122
21128,21131
21217,21221
21222,21227
21260,21266
21314,21318
21330,21335
21336,21342
21352,21359
21360,21368
21375,21380
21381,21386
21391,21396
21397,21404
21405,21410
21412,21417
21423,21426
21470,21477
21485,21490
21491,21496
21515,21525
21526,21534
21535,21542
21545,21554
21602,21608
21612,21619
21621,21629
21749,21754
21755,21760
21766,21771
21772,21779
21816,21824
21826,21835
21836,21840
21861,21865
21888,21891
21892,21895
21896,21900
21901,21905
21906,21910
21936,21941
21947,21952
21953,21958
21960,21967
21969,21975
22010,22017
22018,22025
22114,22118
22119,22123
22180,22187
22195,22201
22203,22209
22232,22236
22246,22251
22269,22275
22276,22283
22315,22324
22326,22336
22362,22371
22446,22448
22491,22495
22507,22511
22520,22525
22539,22542
22543,22547
22556,22565
22650,22659
22685,22691
22730,22734
22794,22802
22803,22810
22811,22818
22861,22869
22879,22887
22937,22941
22942,22948
22949,22957
22959,22968
23030,23035
23084,23090
23141,23146
23184,23191
23192,23201
23213,23216
23217,23221
23246,23254
23255,23263
23282,23288
23291,23297
23312,23318
23319,23324
23360,23365
23391,23400
23401,23410
23415,23420
23496,23505
23506,23515
23516,23525
23526,23535
23541,23547
23548,23553
23622,23624
23625,23628
23634,23640
23651,23654
23655,23660
23709,23712
23724,23728
23729,23733
23744,23755
23819,23824
23831,23838
23839,23846
23847,23851
23855,23859
23878,23884
23885,23892
23905,23911
23984,23988
24030,24039
24040,24050
24051,24061
24067,24074
24075,24084
24096,24100
24101,24106
24122,24130
24139,24144
24159,24165
24166,24170
24189,24194
24195,24201
24203,24207
24237,24244
24286,24292
24293,24296
24324,24335
24336,24340
24380,24385
24386,24393
24394,24401
24402,24409
24411,24419
24420,24428
24492,24497
24527,24532
24533,24537
24567,24575
24576,24583
24584,24590
24593,24599
24602,24607
24608,24612
24624,24628
24631,24637
24663,24666
24667,24670
24771,24780
24781,24788
24805,24809
24810,24816
24874,24879
24881,24888
25059,25064
25086,25089
25120,25124
25175,25184
25194,25198
25329,25337
25361,25366
25373,25377
25392,25398
25399,25406
25433,25438
25451,25457
25458,25464
25465,25473
25474,25481
25485,25490
25491,25500
25502,25511
25570,25577
25578,25585
25591,25595
25596,25602
25661,25665
25685,25687
25706,25712
25735,25744
25745,25754
25755,25762
25779,25783
25785,25793
25840,25847
25848,25855
25856,25863
25864,25873
25880,25890
25891,25899
25902,25905
25917,25923
25925,25932
25956,25964
25966,25973
26008,26016
26017,26025
26057,26063
26064,26068
26135,26143
26147,26155
26193,26199
26242,26252
26255,26266
26326,26331
26332,26337
26362,26366
26421,26427
26463,26467
26468,26475
26476,26481
26512,26515
26517,26520
26561,26568
26579,26585
26588,26594
26662,26668
26677,26682
26683,26691
26692,26694
26695,26699
26726,26732
26733,26739
26792,26797
26832,26837
26839,26844
26878,26884
26939,26946
26947,26951
27031,27035
27043,27047
27048,27052
27057,27059
27086,27094
27098,27105
27108,27115
27116,27123
27134,27139
27140,27144
27145,27148
27155,27159
27184,27191
27192,27198
27296,27302
27317,27326
27353,27361
27403,27410
27482,27490
27491,27498
27499,27506
27507,27514
27515,27520
27525,27532
27533,27540
27558,27565
27567,27574
27576,27582
27584,27593
27618,27625
27641,27646
27647,27652
27661,27669
27675,27681
27690,27698
27699,27704
27731,27735
27736,27740
27742,27749
27751,27759
27814,27820
27822,27827
27829,27832
27833,27836
27867,27875
27876,27885
27886,27892
27893,27899
27900,27902
27904,27907
27908,27917
27918,27930
27936,27939
27955,27960
27961,27966
27967,27977
27979,27987
28002,28004
28005,28007
28009,28019
28020,28029
28041,28046
28051,28055
28056,28060
28092,28098
28099,28105
28106,28112
28113,28117
28160,28168
28169,28174
28175,28183
28185,28190
28250,28255
28256,28260
28288,28292
28305,28308
28314,28320
28330,28333
28336,28339
28349,28354
28356,28361
28372,28378
28379,28384
28403,28411
28412,28419
28443,28449
28450,28456
28492,28499
28514,28521
28522,28532
28542,28546
28547,28551
28580,28588
28597,28607
28608,28618
28619,28625
28635,28640
28656,28661
28662,28667
28732,28738
28739,28747
28841,28847
28849,28855
28929,28937
28948,28955
28957,28963
29041,29046
29052,29058
29060,29067
29091,29101
29102,29110
29141,29147
29148,29150
29152,29156
29169,29179
29181,29190
29191,29197
29208,29213
29242,29246
29247,29251
29345,29353
29357,29362
29364,29370
29371,29378
29379,29385
29437,29443
29445,29452
29459,29466
29472,29480
29481,29489
29507,29513
29514,29521
29522,29530
29591,29595
29596,29600
29612,29617
29656,29662
29694,29700
29701,29707
29708,29715
29724,29735
29772,29781
29782,29790
29833,29841
29843,29849
29850,29858
29877,29885
29906,29912
29947,29955
29956,29964
29980,29985
29998,30001
30002,30005
30031,30039
30075,30081
30082,30088
30123,30130
30131,30138
30139,30148
30149,30156
30183,30185
30186,30189
30190,30195
30196,30200
30374,30379
30382,30386
30426,30431
30474,30478
30479,30484
30485,30497
30498,30509
30565,30573
30575,30582
30618,30625
30626,30631
30632,30637
30651,30658
30752,30759
30760,30768
30895,30902
30903,30909
30910,30917
30918,30925
30935,30943
30950,30958
30959,30964
30965,30971
31040,31046
31047,31052
31159,31163
31164,31168
31185,31193
31226,31230
31232,31236
31238,31242
31244,31247
31249,31255
31284,31290
31306,31313
31315,31321
31330,31335
31374,31380
31403,31410
31411,31420
31421,31429
31430,31436
31437,31443
31448,31452
31500,31505
31506,31510
31538,31545
31546,31553
31564,31568
31590,31598
31600,31607
31651,31659
31661,31667
31696,31702
31704,31708
31709,31713
31723,31730
31760,31765
31767,31772
31773,31777
31778,31783
31807,31811
31875,31880
31906,31913
31931,31939
31973,31981
31989,31998
32033,32040
32041,32047
32074,32084
32085,32094
32163,32169
32170,32176
32177,32184
32186,32193
32195,32201
32202,32208
32359,32367
32369,32376
32398,32404
32405,32412
32418,32424
32593,32601
32602,32610
32633,32644
32703,32709
32777,32785
32786,32793
32811,32820
32821,32831
32842,32846
32848,32853
32906,32913
32914,32920
32929,32937
32945,32952
33042,33051
33052,33059
33060,33063
33064,33067
33094,33101
33107,33111
33116,33123
33124,33132
33172,33180
33181,33188
33189,33194
33205,33214
33230,33234
33252,33258
33260,33266
33274,33283
33284,33294
33295,33305
33329,33334
33336,33340
33344,33347
33371,33378
33412,33417
33418,33423
33424,33427
33428,33431
33432,33439
33440,33448
33487,33493
33523,33532
33563,33569
33577,33582
33583,33589
33641,33646
33709,33717
33718,33728
33772,33777
33801,33806
33860,33864
33896,33901
33902,33908
33913,33919
33921,33928
33944,33952
33953,33960
33979,33984
33985,33992
34036,34044
34061,34070
34152,34156
34162,34170
34171,34178
34191,34202
34235,34241
34248,34256
34262,34268
34330,34334
34336,34342
34353,34358
34359,34365
34375,34380
34383,34389
34391,34398
34399,34404
34418,34425
34426,34433
34457,34462
34485,34493
34513,34519
34520,34524
34598,34602
34626,34630
34634,34638
34642,34648
34649,34657
34685,34692
34695,34700
34737,34742
34764,34769
34770,34775
34777,34782
34783,34787
34788,34792
34793,34798
34814,34822
34823,34831
34832,34841
34842,34849
34850,34855
34856,34863
34880,34887
34913,34919
34935,34942
34943,34949
34982,34987
34990,34994
35021,35030
35031,35040
35056,35060
35061,35065
35075,35083
35085,35093
35104,35110
35111,35115
35116,35119
35120,35122
35179,35186
35217,35222
35223,35229
35230,35235
35304,35312
35323,35328
35330,35334
35340,35349
35350,35359
35399,35404
35405,35412
35422,35430
35465,35470
35472,35478
35526,35531
35532,35537
35562,35569
35637,35644
35646,35653
35719,35723
35732,35739
35740,35746
35768,35776
35777,35784
35789,35794
35795,35800
35801,35805
35806,35812
35908,35913
35937,35944
35959,35967
36025,36031
36032,36037
36038,36042
36049,36055
36057,36064
36070,36076
36077,36083
36139,36146
36147,36151
36184,36188
36190,36194
36195,36201
36202,36209
36238,36245
36246,36255
36274,36281
36327,36333
36344,36346
36373,36377
36379,36383
36400,36406
36407,36411
36416,36419
36444,36450
36452,36458
36459,36467
36468,36472
36473,36479
36485,36491
36513,36517
36591,36598
36599,36605
36618,36624
36630,36638
36640,36649
36657,36661
36662,36666
36667,36679
36680,36691
36701,36706
36711,36719
36720,36726
36741,36747
36755,36762
36789,36794
36795,36801
36833,36839
36841,36847
36853,36857
36907,36911
36912,36917
36919,36925
36926,36933
36943,36951
36999,37007
37009,37016
37017,37024
37025,37032
37041,37049
37057,37062
37063,37067
37072,37077
37092,37098
37112,37118
37119,37124
37125,37129
37138,37145
37207,37215
37217,37225
37345,37351
37352,37360
37408,37417
37418,37423
37428,37430
37431,37434
37473,37481
37482,37489
37490,37496
37497,37504
37563,37568
37569,37574
37592,37596
37652,37656
37657,37662
37663,37670
37671,37680
37697,37704
37707,37715
37746,37754
37755,37763
37769,37773
37774,37785
37786,37795
37805,37808
37809,37814
37822,37827
37828,37835
37896,37902
37911,37916
37947,37954
37955,37962
38054,38066
38114,38122
38123,38129
38131,38138
38153,38159
38160,38168
38169,38177
38186,38192
38236,38242
38243,38250
38321,38323
38325,38327
38440,38448
38449,38454
38456,38463
38471,38477
38498,38508
38509,38519
38528,38535
38536,38542
38543,38548
38550,38555
38563,38566
38567,38570
38595,38603
38604,38610
38611,38616
38617,38623
38628,38636
38637,38646
38689,38697
38707,38714
38736,38744
38745,38752
38761,38765
38767,38771
38813,38821
38855,38862
38863,38870
38901,38904
38905,38908
38937,38943
38968,38972
38973,38978
39035,39040
39042,39047
39128,39135
39136,39143
39161,39169
39171,39179
39190,39195
39197,39202
39221,39227
39229,39235
39245,39253
39283,39288
39293,39298
39371,39378
39437,39445
39447,39454
39538,39542
39544,39548
39576,39585
39609,39615
39616,39621
39622,39627
39628,39633
39634,39640
39729,39735
39736,39742
39748,39753
39761,39767
39768,39774
39782,39787
39788,39791
39793,39797
39799,39804
39811,39819
39821,39828
39854,39859
39860,39865
40007,40017
40018,40029
40054,40061
40087,40094
40203,40208
40216,40222
40223,40229
40230,40234
40235,40239
40252,40258
40259,40266
40344,40349
40350,40355
40372,40381
40397,40404
40405,40412
40430,40438
40456,40465
40517,40524
40525,40533
40557,40561
40562,40567
40568,40571
40587,40596
40656,40666
40667,40675
40676,40679
40711,40717
40718,40723
40748,40753
40754,40759
40861,40864
40866,40869
40894,40901
40903,40909
40923,40928
40931,40937
40951,40953
40955,40957
40959,40964
40965,40971
40972,40976
40978,40982
41008,41012
41024,41030
41032,41037
41068,41078
41080,41086
41087,41093
41199,41206
41225,41231
41232,41239
41240,41248
41249,41257
41292,41300
41339,41345
41346,41353
41389,41395
41396,41403
41404,41411
41412,41418
41466,41473
41474,41480
41493,41496
41497,41501
41502,41513
41514,41526
41540,41549
41550,41560
41561,41570
41571,41582
41595,41600
41601,41606
41635,41639
41640,41644
41830,41837
41859,41865
41866,41872
41887,41893
41894,41898
41899,41905
41916,41921
41953,41960
42002,42007
42029,42036
42051,42061
42062,42074
42076,42081
42082,42091
42165,42168
42169,42172
42180,42188
42270,42273
42368,42373
42376,42382
42384,42390
42429,42438
42439,42447
42448,42459
42460,42472
42509,42518
42519,42526
42528,42534
42536,42540
42544,42547
42595,42602
42636,42643
42676,42681
42682,42688
42726,42735
42756,42761
42762,42767
42769,42773
42774,42780
42781,42785
42786,42790
42796,42801
42883,42891
42892,42896
42913,42918
42919,42924
42967,42977
42978,42989
42998,43006
43007,43014
43015,43023
43029,43035
43036,43040
43106,43114
43141,43144
43184,43188
43348,43353
43354,43360
43361,43366
43453,43457
43458,43461
43497,43503
43504,43512
43513,43519
43525,43532
43546,43551
43553,43556
43580,43586
43593,43599
43600,43605
43626,43634
43635,43644
43645,43654
43656,43665
43756,43763
43764,43770
43772,43776
43777,43783
43784,43793
43794,43804
43830,43836
43837,43843
43925,43929
43966,43971
43977,43982
43984,43990
43992,43998
43999,44005
44020,44026
44034,44043
44044,44053
44138,44145
44146,44152
44153,44164
44166,44177
44184,44188
44198,44206
44241,44247
44260,44265
44274,44283
44332,44337
44338,44343
44344,44347
44348,44354
44393,44400
44413,44422
44424,44435
44455,44462
44577,44583
44584,44590
44591,44603
44605,44617
44648,44652
44697,44701
44702,44707
44747,44754
44756,44765
44800,44803
44805,44809
44817,44824
44825,44829
44830,44836
44837,44843
44858,44864
44883,44889
