phrase_line_number,microsoft_id
5117,2689869
5120,1138564
5124,1138655
5128,2250098
5136,2250136
5142,2170844
5149,2170942
5155,3385872
5159,3385842
5165,2562801
5172,2562827
5179,385625
5187,385708
5195,1830919
5202,1830841
5208,867760
5212,867720
5217,3214302
5219,3214273
5222,3048783
5227,3048746
5233,2565307
5240,2565144
5244,1720114
5249,1720165
5253,3225824
5259,3225676
5267,2254228
5274,2254323
5277,1467951
5282,1467932
5287,1476228
5292,1476171
5296,550075
5299,550083
5302,673481
5309,673708
5316,788914
5324,789158
5330,267
5334,222
5338,939906
5344,939937
5354,3285256
5358,3285386
5363,872655
5368,872435
5373,2505004
5377,2504879
5383,279643
5387,279573
5391,2208492
5396,2208543
5401,2252343
5404,2252300
5407,2410405
5411,2410370
5414,161728
5423,161959
5432,2112310
5438,2112366
5445,498380
5450,498314
5453,1418704
5455,1418912
5457,1125872
5465,1125887
5471,1396925
5473,1396739
5477,1171278
5480,1171385
5485,221459
5487,221354
5489,2500731
5493,2500631
5499,835284
5501,835420
5503,2652307
5508,2652187
5512,1769142
5516,1769127
5521,3120430
5528,3120204
5531,3044479
5534,3044664
5538,3085418
5541,3085482
5543,2293452
5551,2293335
5558,1469634
5562,1469628
5566,3264487
5571,3264279
5574,433401
5576,433483
5578,3215697
5580,3215805
5582,1334494
5586,1334313
5591,1605217
5598,1605529
5603,129775
5605,129858
5608,2841042
5615,2841352
5623,969653
5627,969187
5630,2007775
5635,2007675
5640,221084
5644,221029
5652,264040
5654,263934
5656,2672787
5661,2672875
5667,283605
5672,283688
5679,1462783
5682,1462738
5687,2380347
5693,2380299
5699,1995575
5704,1995509
5708,3225453
5714,3225105
5721,1934804
5725,1934970
5730,1917209
5732,1917198
5735,356719
5740,356779
5746,1097469
5749,1097432
5752,2410088
5758,2410144
5763,686191
5771,686680
5778,1506823
5782,1506887
5786,610530
5792,610589
5795,276517
5799,276503
5803,3365018
5807,3364781
5812,3417159
5818,3417350
5824,1312090
5828,1312303
5831,2548947
5836,2548991
5843,885713
5845,885612
5850,2501070
5852,2501020
5856,596187
5860,596162
5864,758885
5870,758953
5874,1037070
5876,1037058
5877,3003058
5882,3002971
5887,2518638
5893,2518552
5899,571573
5901,572108
5904,1045708
5909,1045746
5914,356819
5917,356952
5920,690579
5922,690843
5924,893926
5928,894135
5935,2345492
5940,2345576
5943,986604
5949,986929
5955,1055255
5959,1054938
5964,919802
5971,919940
5978,13714
5980,13893
5982,81231
5987,81444
5993,1550449
6002,1550546
6009,238217
6014,238191
6019,332716
6024,332382
6027,240349
6031,240386
6034,1462692
6039,1462504
6046,1042503
6049,1042400
6051,3098063
6058,3098011
6062,428383
6066,428434
6071,2653985
6077,2653948
6082,1157432
6084,1157403
6087,1464799
6091,1464834
6095,1465159
6100,1465425
6106,2762932
6111,2763294
6118,1686095
6124,1686562
6130,1559232
6134,1559136
6138,798702
6142,798520
6145,495194
6154,495219
6163,1144182
6169,1144129
6174,615871
6180,615961
6186,1669281
6191,1669232
6196,2250251
6200,2250205
6204,1837885
6208,1838251
6212,2833658
6218,2833706
6223,2942579
6228,2942542
6234,1868647
6238,1868598
6242,1353352
6247,1353193
6251,3273136
6254,3273222
6259,3289371
6264,3289359
6267,2565078
6272,2565463
6277,1488446
6281,1488424
6285,1716177
6288,1716086
6292,1334303
6298,1334069
6303,2338162
6306,2337960
6310,2186854
6315,2186909
6319,368271
6323,368005
6327,2141812
6332,2141906
6337,2746767
6344,2746373
6352,411079
6358,411090
6364,1013865
6368,1013870
6372,649943
6377,649933
6381,2654547
6387,2654508
6392,257477
6398,257564
6404,3145536
6408,3145276
6412,2477153
6418,2476767
6423,1112041
6426,1111843
6429,811019
6431,811055
6433,629292
6438,629319
6443,3454292
6445,3454318
6449,1685023
6454,1684889
6458,1896884
6463,1896872
6469,2221840
6472,2221924
6478,1381716
6482,1381439
6486,1147505
6490,1147306
6494,543533
6499,543490
6504,2776610
6508,2776662
6512,1957071
6518,1956989
6524,1967667
6529,1967588
6534,774657
6540,774795
6545,1117174
6549,1117202
6553,1725788
6558,1725686
6563,2475398
6566,2475319
6571,758288
6575,758197
6579,121939
6586,122056
6593,3333475
6595,3333554
6597,646343
6600,646391
6603,3422952
6608,3422979
6615,1225768
6617,1226304
6619,786949
6621,786522
6623,2515727
6628,2515696
6633,2274833
6636,2274855
6640,2481631
6645,2481756
6650,2254011
6660,2254045
6669,3035919
6676,3035789
6684,922819
6690,922554
6699,3283140
6704,3283178
6707,3150044
6712,3150089
6718,3319098
6721,3319119
6724,1463005
6727,1463165
6730,1686168
6736,1686562
6742,1035681
6749,1035633
6757,739972
6761,740735
6763,2381709
6770,2381590
6777,1967579
6783,1967665
6790,889609
6794,889733
6798,1079804
6806,1079345
6811,2794042
6815,2793971
6819,1806953
6823,1806923
6827,438985
6832,438751
6836,3317425
6837,3317361
6840,843200
6844,843043
6848,2453492
6853,2453420
6858,2248645
6864,2248784
6870,515763
6874,515591
6876,1322404
6881,1322351
6886,2057710
6891,2057592
6895,2467983
6901,2467943
6905,374820
6915,375390
6926,1465145
6930,1464851
6934,1881958
6939,1882006
6945,53570
6948,53604
6950,1787626
6954,1787470
6959,2986651
6968,2987222
6977,2310787
6983,2311604
6987,3020767
6990,3020597
6992,548865
6998,548783
7004,1598630
7012,1598710
7020,1380707
7025,1380520
7031,739677
7033,739938
7035,2759665
7038,2759733
7044,701817
7048,701797
7051,2830962
7056,2830944
7060,523349
7064,523357
7067,3323113
7072,3323175
7076,2613350
7081,2613441
7087,3045264
7092,3045266
7098,407798
7103,407700
7108,1112955
7115,1112907
7122,123536
7126,123665
7132,1565915
7137,1566255
7144,1995534
7147,1995506
7150,1355539
7158,1355674
7166,1793116
7172,1793281
7178,312707
7182,312795
7186,3037352
7192,3037382
7197,2002942
7208,2003052
7219,2728244
7225,2728420
7231,1315900
7236,1315973
7241,2846992
7244,2847045
7249,2927334
7253,2927592
7257,2065497
7259,2065458
7263,617309
7267,617115
7270,1978626
7274,1978641
7279,77428
7283,77559
7288,2051961
7297,2051879
7302,1351688
7306,1351809
7312,2201393
7317,2201282
7321,116323
7322,116276
7325,2521281
7327,2521594
7329,434568
7336,434535
7342,2377832
7346,2377802
7351,3035818
7353,3035854
7354,2545785
7358,2545843
7364,145076
7365,145052
7369,1984954
7370,1984531
7371,2668998
7375,2669030
7377,565760
7380,566025
7383,2894616
7387,2894706
7391,844505
7397,844642
7404,1981956
7409,1982170
7414,2886878
7420,2886843
7427,2083179
7431,2082970
7437,3084952
7442,3085078
7446,2349594
7452,2349787
7458,1463117
7461,1462738
7466,1315492
7473,1315639
7481,1777874
7488,1777965
7495,1666058
7499,1666007
7503,2942079
7505,2942188
7507,2252321
7509,2252356
7512,3085068
7516,3084951
7522,1661193
7528,1661317
7535,246573
7543,246510
7547,870762
7551,871347
7555,257707
7558,257757
7561,953312
7567,953156
7573,284891
7575,284925
7577,2898542
7580,2898560
7583,345686
7586,345704
7591,826455
7595,826593
7600,11190
7604,10771
7609,285785
7617,285605
7625,148095
7629,147508
7634,1788267
7638,1788246
7645,1787481
7648,1787517
7652,290525
7655,290626
7658,3176510
7662,3176541
7666,2933867
7671,2933700
7677,3044424
7684,3044562
7691,1361614
7697,1361440
7704,1735760
7708,1735790
7713,61262
7721,61282
7729,698772
7735,698611
7742,1542090
7746,1541970
7752,498299
7757,498366
7760,2585334
7766,2585405
7771,3153726
7775,3153980
7778,1457907
7785,1458152
7790,2696847
7792,2696428
7794,349050
7798,349247
7800,278149
7803,278365
7806,2268416
7809,2268475
7811,1113724
7813,1113757
7815,821890
7821,821901
7827,543654
7832,543490
7837,2190421
7844,2190204
7849,3276667
7853,3276656
7859,2999115
7864,2999035
7870,2787374
7876,2787403
7881,1695578
7888,1695467
7896,2460509
7901,2460489
7906,2624855
7912,2624576
7918,780201
7923,780408
7928,1485566
7932,1485610
7936,516921
7941,516783
7945,2077256
7953,2077138
7959,530791
7964,530914
7967,3048226
7971,3048303
7975,1984638
7979,1984518
7983,487692
7989,487742
7996,2097223
8002,2097332
8008,378940
8014,378851
8020,577969
8027,578532
8035,1918608
8040,1918489
8045,1678050
8049,1678502
8053,2089107
8058,2088980
8064,2761996
8069,2761977
8073,2939920
8076,2939978
8078,1712236
8084,1712278
8089,1900937
8095,1900992
8101,781865
8108,781610
8118,2369029
8120,2368997
8123,683153
8125,682794
8127,3085550
8128,3085530
8129,1401043
8137,1401108
8146,1077596
8149,1077628
8152,619375
8154,619005
8155,89798
8160,89744
8166,2529318
8172,2529415
8178,2879435
8184,2879308
8188,779371
8194,779429
8200,1603482
8202,1603561
8204,425212
8209,425188
8216,1027439
8220,1027131
8225,1240329
8228,1240365
8231,1440706
8239,1440758
8247,369222
8250,369272
8254,2341131
8258,2341082
8263,882056
8269,882696
8275,820929
8282,820902
8288,1369208
8290,1369178
8292,1934435
8297,1934584
8299,1721438
8302,1721593
8306,2656347
8309,2656255
8313,2642526
8318,2642629
8326,2620066
8331,2620048
8336,2168028
8343,2168289
8350,149566
8353,149546
8357,2111185
8363,2111269
8371,981498
8373,981540
8375,3201393
8378,3200966
8383,1852060
8393,1852172
8401,409963
8404,410012
8406,1247215
8412,1247142
8415,2706184
8422,2706235
8429,809733
8435,809493
8440,1007748
8442,1007879
8444,540236
8447,539740
8449,707997
8452,708045
8455,2673409
8458,2673344
8461,2201275
8464,2201383
8467,2282250
8470,2282509
8473,2405928
8475,2405967
8477,1605375
8485,1605488
8492,1441004
8495,1441007
8497,284939
8500,284799
8505,1755837
8508,1755939
8511,356760
8518,356779
8524,320900
8530,321056
8535,3130795
8541,3130693
8546,2077781
8549,2077849
8554,1952593
8557,1952523
8561,2570361
8565,2570304
8570,813931
8575,813905
8581,956229
8586,956090
8590,1236789
8593,1236712
8596,1619243
8600,1619310
8602,1039561
8608,1039623
8615,489705
8621,489782
8628,316726
8632,316927
8635,1258198
8640,1258286
8646,2428146
8650,2427840
8654,1569822
8658,1569894
8662,2521033
8666,2521063
8672,410868
8677,410807
8680,1014017
8686,1013977
8691,3017926
8700,3017893
8708,2955842
8716,2955810
8723,56110
8726,56072
8729,679656
8731,679570
8734,468109
8741,467921
8747,2629137
8751,2629019
8756,2081791
8759,2081773
8763,3281508
8768,3281496
8772,545374
8779,545445
8786,424522
8790,424409
8795,684555
8800,684845
8805,1473639
8809,1473500
8814,1279777
8815,1279864
8817,1184765
8821,1184312
8824,981820
8829,981912
8834,547205
8842,547289
8847,2664077
8852,2664029
8857,394992
8862,394815
8867,2174189
8871,2174194
8876,1568536
8880,1568623
8883,2801973
8890,2801930
8897,3190205
8906,3190131
8915,773604
8922,773629
8929,2480969
8933,2481007
8938,1481822
8941,1482025
8944,1246488
8948,1246781
8951,1934785
8955,1934804
8959,1462789
8962,1463165
8965,1240334
8967,1240329
8970,2920398
8975,2920337
8983,2941188
8991,2941130
8995,1091223
9005,1091259
9015,2697609
9021,2697286
9027,2946090
9033,2946111
9039,645274
9042,645331
9046,2209390
9048,2209111
9054,349046
9057,349453
9060,1068085
9065,1068129
9070,1259362
9079,1259583
9089,2170889
9093,2170991
9097,1933212
9103,1933374
9107,2226542
9115,2226520
9121,1088238
9127,1088210
9132,1852616
9136,1852984
9140,1605335
9148,1605485
9154,1386850
9158,1386805
9162,1627107
9169,1626909
9175,3368666
9183,3368628
9189,2044580
9195,2044599
9201,1245861
9204,1245663
9207,1944635
9211,1944747
9215,2726905
9217,2726864
9220,2664285
9224,2664187
9230,105896
9239,105906
9248,1088243
9255,1088213
9260,832965
9263,832995
9266,3333313
9269,3333230
9273,2695490
9278,2695609
9284,1602901
9288,1602885
9292,2829255
9295,2829229
9298,899514
9300,899451
9301,1911842
9306,1911799
9311,459103
9315,458744
9320,2130737
9326,2130858
9332,3048010
9338,3047982
9344,2046632
9348,2046642
9351,1501926
9355,1502095
9359,529550
9364,529500
9369,1110096
9372,1110150
9374,762905
9380,763220
9384,1953419
9390,1953301
9398,3325149
9403,3325204
9405,2557333
9412,2557303
9417,1353340
9420,1353186
9423,1662147
9427,1661890
9431,566629
9434,566455
9436,3124187
9443,3124365
9450,1118215
9454,1118016
9457,2800415
9460,2800348
9464,1915787
9467,1915766
9469,2112314
9472,2112367
9474,2339033
9477,2338985
9482,262371
9488,262926
9492,3385862
9499,3385839
9506,2573431
9513,2573609
9520,2024850
9523,2024797
9527,1559185
9530,1559091
9534,303693
9539,303371
9547,2304383
9553,2304361
9558,913945
9563,914112
9568,1106208
9574,1106294
9584,897291
9588,897348
9591,3123765
9594,3123720
9598,1928336
9607,1928826
9614,757743
9620,757631
9626,3266495
9636,3266390
9645,1958110
9648,1958079
9652,2124663
9657,2124696
9660,1048572
9667,1048761
9676,952419
9682,952394
9687,3249177
9691,3249070
9694,511204
9696,510624
9699,2447636
9703,2447517
9707,1363185
9715,1362851
9725,2357099
9732,2357114
9740,31099
9743,31002
9746,1771984
9753,1771964
9761,673735
9768,673507
9775,2240133
9781,2240383
9787,476702
9794,476605
9799,3243744
9804,3243690
9809,1883640
9813,1883973
9817,1692641
9821,1692758
9826,1381338
9829,1380512
9832,3247313
9836,3247294
9839,54708
9843,54325
9847,747906
9851,747766
9853,1820031
9856,1819733
9860,1834873
9864,1834828
9867,2020596
9869,2020482
9872,1048019
9879,1048301
9885,355531
9893,355192
9901,306786
9904,306409
9908,129865
9913,129996
9920,63310
9927,63399
9934,507751
9936,507553
9938,769308
9943,769141
9947,2168769
9950,2168543
9953,1661235
9955,1661308
9958,893924
9962,894133
9966,3257537
9971,3257439
9977,1177406
9984,1177595
9992,228847
9994,229207
9996,3062267
10001,3062299
10005,228853
10010,228814
10015,3245018
10021,3244942
10026,2839498
10031,2839484
10040,1571097
10045,1571032
10051,2218066
10055,2218096
